PHOX2B	SOX10	PRRX1	GATA3	SNAI2	HAND2
-11.088717	7.158664	11.249281	-14.802950	9.121512	-11.369735
6.686260	1.935722	10.952220	1.730193	8.619921	6.461532
-9.471981	-8.097942	2.410326	-11.468200	-3.374010	-11.369488
9.033457	-14.062291	2.103514	6.052335	-3.818420	6.469316
-10.942738	7.007791	9.504092	-19.765425	6.576828	-12.290944
-8.393052	0.728024	5.208829	-17.834615	-0.906021	-12.290909
-10.263133	-9.881415	-0.378939	-14.963216	-10.237855	-12.290943
4.459044	-14.457930	-1.220866	2.443345	-10.237859	4.938411
7.554870	-16.091642	2.492786	5.961826	-2.994373	6.542701
-10.358462	6.302456	10.448329	-12.781032	5.356617	-9.769575
-8.206034	-11.594374	2.492788	-10.014620	-2.994373	-9.679690
5.376807	3.188941	10.434254	3.194922	5.356301	6.471978
-4.652648	-10.630862	-1.058830	3.604329	-12.216676	-5.004372
-6.958930	6.468914	10.200236	-8.142739	7.014660	-10.820843
3.922305	0.563058	9.075963	1.129225	6.898241	3.655092
2.498171	-12.744004	-1.058830	7.277077	-12.216676	4.364540
-9.728351	0.684236	5.364476	-12.286756	-0.364279	-11.687619
-10.611014	-7.019392	0.218222	-8.206010	-7.509243	-11.500680
-12.607917	6.076540	11.185905	-12.747007	6.922583	-11.691062
6.385175	-12.540913	0.217873	8.719465	-7.834076	6.088078
-9.856178	0.500336	7.051700	-15.686998	-5.225779	-11.551927
-12.969658	-7.828501	1.699036	-10.464916	-8.276339	-11.551927
-11.784672	6.157039	12.601737	-16.856451	3.265976	-11.551927
3.526937	-14.231878	1.698453	6.307588	-8.276396	5.774250
4.822222	1.456376	12.469531	0.752126	6.501650	7.803612
3.630326	-11.493643	1.112767	6.909495	-8.346849	8.002557
-9.039364	5.782119	12.469687	-16.451835	6.512392	-5.008829
-10.609290	-3.263068	1.114098	-10.298443	-7.996922	-5.008603
-13.071278	-10.204841	0.442755	-6.218174	-9.985399	-9.477237
-13.246517	2.635682	11.960433	-12.622508	6.388357	-9.477239
