23	1	-11.466355	-12.929434	-6.587141	-16.181906	-10.757462	-11.390736
31	1	-13.655040	-8.446515	-4.618446	-14.176589	-13.406706	-14.343297
33	1	-15.687548	-12.576159	-10.941182	-9.695651	-9.839066	-14.591265
53	1	-10.252125	-13.097180	-7.495759	-9.410306	-12.953569	-12.575313
61	1	-8.304841	-12.748633	-4.406476	-11.541535	-11.407664	-13.609309
63	1	-11.774365	-8.263364	-10.158167	-6.757044	-8.249397	-16.874458
66	1	-4.911745	-7.842195	-7.140762	-10.190955	-11.158273	-16.808436
90	1	-13.190018	-9.943401	-6.280682	-6.094317	-13.033982	-18.927345
94	1	-6.007339	-10.457360	-9.696503	-9.853552	-11.662279	-17.358744
102	1	-8.324788	-9.759110	-0.883495	-6.486929	-11.613155	-15.947202
130	1	-8.130444	-7.361212	-7.283123	-5.983019	-12.715368	-15.232379
140	1	-14.231508	6.636942	7.233419	-15.036969	7.193986	-16.813060
147	1	-11.836553	-17.077549	-6.447664	-12.419875	-9.970936	-14.526011
150	1	-4.626956	-10.633954	-6.014361	-0.212232	-12.263527	-8.882105
176	1	-11.794799	-9.954920	-5.475378	-4.212247	-15.773466	-10.319823
193	1	-7.937853	-11.391779	-5.717656	-11.694821	-14.523829	-16.037953
198	1	-8.032723	8.881942	7.215764	-11.437306	6.199836	-15.946419
199	1	-9.969747	8.006064	7.407783	-16.497102	7.278075	-14.992757
207	1	-10.216628	6.694121	4.975675	-11.922395	6.487295	-16.601650
227	1	-8.969011	-13.399952	-4.623246	-8.683680	-8.360088	-14.338835
246	1	-10.541911	8.710753	7.277371	-11.722496	6.088463	-15.612020
255	1	-12.631326	-15.880857	-3.458753	-10.170305	-13.919215	-10.945536
261	1	-5.950041	-11.889746	-5.737912	-11.221378	-14.394472	-17.234153
280	1	-13.002578	-15.624610	-0.243301	-13.726462	-9.441157	-14.636271
288	1	-13.168064	-10.994128	-5.563634	-9.921933	-6.273328	-18.420764
301	1	-12.274504	-12.294091	-5.276480	-6.354996	-12.052693	-15.858167
318	1	-5.160735	-10.771146	-8.531643	-3.463794	-8.851783	-15.284675
333	1	-9.939532	-14.300310	-6.222006	-10.307337	-11.061894	-14.120413
337	1	-12.226784	-6.881357	-3.344582	-11.007818	-14.011823	-13.915286
401	1	-13.743537	7.567024	6.537759	-12.286284	9.321421	-18.243417
413	1	-1.282608	-8.302176	-5.127678	-6.733729	-12.950495	-14.674004
419	1	-5.912211	-2.010850	-5.981369	-5.814348	-8.990696	-12.467845
422	1	-9.271848	-9.006142	-5.608916	-8.466334	-14.899870	-15.948791
427	1	-11.851291	6.168493	5.653919	-11.850972	7.288798	-12.766194
438	1	-10.960047	6.413984	6.542825	-14.483071	7.508278	-15.646102
439	1	-13.811539	-11.038933	-6.234575	-7.636185	-15.780842	-15.071657
445	1	-13.335608	8.135410	5.537710	-12.904484	6.466007	-12.831721
450	1	-9.828772	-10.210616	-8.920769	-11.577535	-10.591263	-13.237427
471	1	-11.489609	-4.298006	-10.354463	-8.638149	-10.035849	-14.583035
475	1	-10.688427	-7.128084	-9.459844	-15.806744	-9.662153	-16.274979
524	1	-13.772361	-10.799825	-7.263820	-9.462886	-10.382018	-14.286663
571	1	-9.126716	6.306607	6.767238	-19.265324	6.549075	-13.409956
572	1	-14.958189	-14.519005	-8.081335	-7.505270	-9.078139	-7.002370
599	1	-8.585989	-11.720674	-9.488424	-13.453652	-10.710146	-13.079369
601	1	-12.512597	9.782251	7.766043	-17.778943	6.056349	-13.860543
609	1	-10.412616	-11.215954	-5.411584	-10.920705	-10.480399	-10.045025
