1	2	5.860442	8.772055	9.204896	0.910813	7.554805	5.919454	-12.790322	9.080014	9.204898	-15.197071	7.554805	-4.761718
9	2	-12.154205	-8.885362	-10.422134	-10.564337	-14.774013	-13.188289	-7.339357	3.866629	1.754740	-10.555573	1.502591	-13.188289
20	2	-7.427814	-10.188114	-1.947653	-11.450364	-17.368038	-4.340441	6.422803	-15.913527	-1.947653	3.622188	-17.368038	7.189826
23	2	4.766276	-13.124139	-5.079463	7.097191	-8.652584	7.310278	-9.544633	-6.948283	-5.079463	-8.017005	-8.652584	-6.111422
24	2	-12.549198	-4.378401	-4.932628	-16.780511	-11.524649	-7.046142	-12.209230	8.874345	7.696362	-21.364741	4.076873	-7.046142
30	2	-9.751565	-16.610003	-4.482391	-12.096489	-7.608367	-8.005490	2.454662	-17.794019	-4.482391	5.569554	-7.608367	7.412637
37	2	4.929122	-17.545071	-2.191699	8.152977	-7.174313	4.208061	-8.738778	-13.180912	-2.191699	-6.086667	-7.171737	-8.047188
39	2	-6.957098	6.364928	8.666635	-17.490453	8.662163	-14.097508	8.460566	-10.587470	-2.158941	7.138992	-6.679722	4.944557
48	2	-16.960748	-8.180032	-4.417700	-12.494900	-7.036298	-11.359197	-15.334319	9.087441	5.782917	-16.424717	6.980819	-11.375158
55	2	-13.298793	-7.992405	-6.011658	-10.094230	-6.022103	-5.133945	-8.146186	6.309805	3.488393	-10.681509	6.451986	-5.133966
79	2	-10.139082	-10.439590	-3.377311	-9.042875	-9.060753	-9.565674	-7.013939	6.130861	6.504565	-14.844073	9.133812	-9.547234
88	2	-10.717615	-6.758615	-5.481981	-12.651583	-11.895614	-9.537216	-6.667591	5.530436	4.564053	-13.531985	5.857429	-8.223952
94	2	-14.280442	6.171513	5.389848	-13.744121	6.120238	-11.324572	-14.865666	-10.791416	-2.272091	-8.055989	-11.105412	-11.228141
99	2	-13.918839	-6.932409	-1.582590	-7.098490	-5.526114	-12.944671	-12.576063	6.506945	7.481419	-12.722828	7.122133	-12.945194
104	2	-14.136376	-11.004216	-2.535772	-3.792891	-9.553121	-8.618128	-15.499463	6.118742	7.302345	-9.700756	5.885148	-8.618133
107	2	-18.387625	-7.179686	-6.167236	-11.771099	-7.491419	-12.811929	-15.320408	8.556504	6.450720	-16.730694	7.506299	-12.811929
108	2	-14.940711	-4.219745	-7.510024	-6.944725	-3.672346	-10.843306	-10.864576	6.349455	4.122102	-8.189955	7.739113	-10.843305
115	2	-14.539237	-5.442999	-5.613400	-11.376177	-9.301469	-9.617529	-12.233280	8.986820	6.038570	-17.609814	5.269437	-9.617529
118	2	-14.143131	3.155246	8.392392	-15.815673	7.790043	-9.439994	-15.052883	-12.846496	-3.221412	-10.963646	-7.001935	-9.439987
120	2	-13.115664	-10.747549	-3.471949	-10.827448	-8.723402	-11.162097	-13.350348	6.935201	7.111883	-15.426552	5.891566	-11.162098
123	2	-11.540179	-6.752130	-3.783813	-12.591129	-7.918928	-9.965099	-10.973498	7.655422	5.803686	-14.193916	5.911838	-9.954034
128	2	-18.543134	-11.022283	-2.839910	-12.268151	-7.854845	-9.160741	-16.673345	3.804745	9.194658	-16.176901	6.006256	-9.160741
129	2	-17.299047	-8.715253	-6.882328	-10.131328	-12.043602	-10.396028	-15.213638	6.929834	4.753597	-14.278032	6.782441	-10.396028
132	2	1.115565	6.919925	7.149453	2.576961	4.656811	6.502824	-16.642771	6.989541	7.149453	-12.405601	4.656811	-6.965403
134	2	-11.834564	-8.238791	-4.976961	-11.686608	-10.088045	-9.716772	-15.229437	6.697381	7.001690	-15.687579	4.452223	-9.716772
139	2	-17.090789	-4.879691	-5.834920	-13.627651	-8.691698	-12.803816	-13.610038	7.475990	6.602410	-17.843102	6.256981	-12.803816
140	2	-14.515884	-8.317828	-4.674324	-7.846175	-12.760100	-5.942322	-14.108660	6.624731	8.036768	-10.631960	6.425979	-5.942544
143	2	-14.641540	6.210540	7.072962	-16.830767	6.767896	-8.859928	-14.349580	-9.140101	-3.366151	-10.626015	-5.289554	-8.859928
149	2	-4.926950	-12.355065	-1.940836	-0.426063	-10.799109	-1.421893	3.152742	-13.716973	-1.940836	6.501723	-10.799114	6.485008
150	2	-12.099335	-12.790970	-5.457099	-7.704817	-8.049242	-9.830096	-13.417913	5.153921	6.807619	-9.035718	7.899397	-9.830096
153	2	-16.708387	-9.452601	-3.591421	-14.261582	-11.054750	-9.889818	-15.712481	8.009146	7.084829	-20.091836	7.868441	-9.889818
154	2	-14.480983	-9.975482	-7.242505	-11.386319	-12.471039	-11.796156	-14.390836	6.021764	5.516832	-16.805553	5.278231	-11.796156
159	2	-11.440306	5.105781	5.821126	-11.826254	6.545648	-11.612560	3.820184	-3.036486	5.029444	1.847631	4.029869	4.379096
163	2	-8.167462	-13.043688	-11.142805	-8.242155	-10.260233	-1.075937	5.842972	-17.917357	-11.142805	5.997081	-10.260233	6.626259
165	2	-13.060199	7.315055	6.440816	-18.999252	7.366676	-9.851814	-15.362813	-7.089192	-3.067505	-14.462850	-7.085755	-9.851814
174	2	-7.868868	-13.646718	-8.084521	-7.712633	-6.283790	-9.613226	2.848023	-18.467453	-8.084521	6.375498	-6.283790	5.393102
180	2	-7.872555	7.730846	6.326416	-14.270423	6.197518	-9.619084	-11.630584	-9.989106	-4.993632	-9.863886	-11.341970	-9.619084
189	2	-9.199324	-13.853162	-3.097848	-9.334702	-8.836179	-7.349900	6.432706	-19.938416	-3.097848	5.880887	-8.836179	4.232993
199	2	-15.094330	-15.631209	-4.131837	-10.374248	-10.776437	-11.960751	-15.815621	3.757033	6.812435	-16.942784	5.650651	-11.960751
202	2	-13.649455	8.217387	7.371514	-20.960448	6.401758	-8.246473	-16.170356	-8.007158	-0.973414	-18.641449	-12.159804	-8.246473
218	2	-10.491900	6.892642	8.583566	-14.292251	6.714348	-10.953015	-10.241720	-9.032413	-0.867702	-9.720014	-6.223502	-10.741623
221	2	8.740296	5.368954	2.435733	8.034671	8.816371	9.459768	-6.016601	9.334483	2.435733	-7.162132	8.816371	-2.457769
225	2	-9.534315	7.707507	5.979724	-14.146171	6.611900	-4.523648	-11.343206	-10.541320	-5.643674	-8.456476	-9.613894	-4.523460
227	2	-14.132807	5.762026	6.629504	-17.985753	7.201405	-7.437172	-15.196111	-11.529358	-2.769249	-12.097125	-1.325630	-7.437172
228	2	-9.927339	6.934756	6.859412	-18.292054	5.070335	-9.437070	-10.787322	-9.340410	0.989170	-15.662226	-8.023173	-9.436764
230	2	-14.106134	-10.503787	-2.897128	-11.886317	-11.659159	-15.730132	-14.435155	5.823446	7.062631	-18.243846	5.380016	-15.730132
234	2	-9.992349	-8.338945	-7.939713	-11.246932	-9.619849	-12.892202	6.953278	-13.370102	-7.939718	4.830322	-9.620101	4.890328
236	2	-17.359741	-9.430567	-8.366316	-1.305537	-9.098316	-8.343809	-11.661872	2.385918	2.691395	-10.034507	3.748001	-8.347966
241	2	-14.670610	7.557077	6.941991	-14.846311	8.283539	-11.271066	-14.497451	-9.788794	-5.575962	-8.762242	-9.627398	-11.271066
243	2	-13.860767	5.958082	7.886237	-14.060846	7.130657	-10.170757	-11.728152	-10.102494	-4.801589	-8.467581	-8.111988	-10.170733
246	2	4.943484	-16.141745	-4.291788	8.604222	-8.016679	6.736517	-2.227830	5.609019	8.571904	-4.522991	5.146008	-7.126633
248	2	-8.560716	8.687364	5.010931	-14.237671	8.868225	-8.095389	-12.814986	-7.891600	-2.112469	-10.224250	-8.243137	-8.095389
252	2	-12.601522	4.694101	7.333120	-13.201537	8.940853	-9.486054	5.628105	-11.208791	0.607361	6.914959	-3.071700	5.268658
260	2	-11.894079	9.062345	6.719437	-14.885420	4.450395	-11.589232	-12.404454	-9.898685	-4.867001	-9.274873	-13.679868	-11.589231
278	2	-10.513647	-8.419567	-6.443168	-14.812823	-11.465327	-14.936548	-9.101349	7.951939	6.142135	-19.890508	6.068298	-14.936548
282	2	-13.594396	-8.275162	-3.139354	-14.389776	-7.434690	-9.598660	-13.572432	6.239438	8.091243	-21.012995	7.114856	-9.598622
283	2	-4.528349	-16.380172	-5.497960	0.826603	-6.610389	-11.968902	-8.666028	1.209329	7.175100	-10.851207	7.898314	-18.284104
287	2	-6.392549	-10.851473	-5.836206	-8.880466	-14.083754	-7.534967	3.108125	-12.993346	-5.836206	6.862658	-14.083754	6.416611
291	2	-7.470426	-10.928807	-5.243750	-7.162446	-12.168069	-8.133948	6.813696	-16.307071	-5.243750	7.036684	-12.168069	8.730842
297	2	-11.201582	-11.978411	-4.253939	-9.839378	-10.943806	-10.038692	-10.963805	5.124987	4.949939	-11.899216	6.214453	-10.038692
301	2	-17.562551	-11.486963	-5.546272	-11.024348	-11.332525	-9.928745	-17.790541	7.754750	5.670005	-14.792421	6.803517	-9.928745
303	2	-12.348333	-16.561165	-3.017404	-11.757050	-9.528954	-12.468196	-12.499467	1.724851	7.912290	-17.454444	6.936344	-12.468196
305	2	-13.101118	4.750327	6.470751	-13.090669	7.289305	-7.418585	-14.118199	-9.677924	-2.672890	-9.614363	-9.924646	-7.418585
321	2	4.539826	-16.760028	-6.011157	7.471516	-17.306591	7.934247	-11.045067	-11.766656	-6.011157	-7.487935	-17.306539	-9.075876
322	2	-14.217226	-11.622884	-5.933727	-9.619283	-5.597847	-9.191407	-12.538825	6.621267	6.250146	-12.129902	7.886215	-9.191559
331	2	-14.340433	8.266492	7.061547	-15.257144	5.718300	-12.032236	-16.108281	-6.339966	-3.531454	-10.175437	-11.902494	-12.032236
343	2	-12.925254	6.743429	6.226157	-8.543928	4.341428	-10.895877	-14.905520	-12.088700	-5.066164	-6.516514	-6.288758	-10.895877
344	2	4.623197	-4.625317	2.750416	6.666828	4.867131	7.070555	-9.534957	5.508429	4.759151	-13.399220	6.729771	-8.842862
347	2	-15.340030	6.450651	4.715588	-7.892359	6.986688	-12.412045	-13.839865	-10.103771	-6.441525	-2.764536	-10.044726	-12.411997
348	2	-19.485409	-7.886303	-4.193898	-11.175381	-12.643442	-9.499377	-19.454800	5.532624	7.591531	-17.145678	5.710362	-9.499377
350	2	-11.647652	-11.782436	-2.932491	-13.080161	-9.237932	-12.360302	-12.187467	6.871486	6.077342	-15.028220	5.629624	-12.360302
361	2	-13.516596	-9.803289	-2.542383	-7.414370	-10.171134	-11.848204	-12.198328	5.178765	7.995511	-11.564477	6.133522	-11.848204
364	2	-14.347227	-13.293095	-3.852650	-6.579001	-12.058242	-12.873570	-13.295428	5.056059	6.625735	-12.144663	6.367241	-13.071336
365	2	-12.901293	-10.853961	-5.093748	-10.199493	-12.778968	-11.937527	-12.561404	6.194130	6.423933	-11.775771	6.468420	-11.937527
368	2	-12.609066	7.303619	6.262135	-15.575819	7.559246	-10.064857	-13.464366	-8.796013	-6.283236	-9.352550	-6.117837	-10.066375
373	2	-9.015037	9.537286	6.230574	-15.683505	6.128536	-9.425974	5.377144	-5.447137	-2.732998	6.352481	-6.459259	7.567127
374	2	-16.005677	-8.659241	-4.812432	-8.709400	-10.149512	-14.200353	-14.610471	5.292862	7.162072	-14.439327	6.370018	-14.200353
384	2	-12.453678	-9.293835	-6.213453	-6.843461	-15.447074	-8.544006	4.203200	-14.771959	-6.241538	7.099411	-15.447119	8.050468
389	2	-15.975947	-9.715595	-4.339194	-8.901743	-5.008082	-4.806841	-15.160662	4.845638	7.151160	-14.120246	6.157839	-4.829342
393	2	-12.919081	-7.032840	-3.788723	-10.604889	-13.554500	-7.597043	-11.484616	5.632488	5.377901	-13.120064	5.421720	-7.597043
394	2	-11.149505	6.567713	5.872478	-8.464366	7.657551	-11.834194	-12.926278	-6.129541	-6.530383	-0.187671	-11.726346	-8.084300
402	2	-10.844190	6.114024	7.052865	-15.962012	5.419969	-8.707236	-11.566651	-10.018574	-3.269222	-10.720798	-12.998576	-8.663442
408	2	4.665035	-13.628411	-3.065243	6.510375	-12.936288	5.834275	-11.301702	-11.555121	-3.065243	-4.509825	-12.936288	-6.483365
