3	3	-9.064643	-6.334255	-3.095028	-8.124291	-5.012305	-7.105850	5.133241	-12.387938	-3.095431	7.981201	-5.013181	7.203200	-9.785670	5.661746	7.718046	-14.091322	8.009004	-7.105850
5	3	-8.775048	7.617165	8.099304	-16.761614	3.025009	-7.509124	7.093569	-11.883646	-3.125367	3.661448	-11.781522	6.260522	-8.123177	-6.066276	-3.119419	-11.798539	-11.779632	-7.509124
8	3	-12.613059	-14.538892	-5.892471	-8.773936	-13.457361	-9.221098	1.953289	-15.128473	-5.892471	7.701945	-13.457361	7.549416	-11.170079	3.727835	6.099477	-12.740503	5.278033	-9.225826
10	3	-10.800968	3.882690	7.460407	-13.289594	6.302246	-12.572158	-10.036553	-6.832839	-1.308421	-0.567006	-9.131151	-10.575466	2.921174	-11.168691	-1.309285	6.997737	-9.195072	4.358706
11	3	-9.483232	-7.998014	-3.678940	-9.956054	-10.960632	-10.992070	4.701160	-13.558919	-3.678940	7.755189	-10.960632	5.433860	-9.777960	6.038224	6.765071	-13.128305	5.957887	-10.992070
13	3	-10.037557	-10.689103	-1.267333	-13.554203	-6.262022	-11.225422	-10.055806	3.833498	7.178904	-19.486934	5.323716	-11.225422	3.482877	-14.453279	-1.267333	4.290393	-6.262022	6.695766
15	3	-12.597146	-12.919148	-6.484165	-7.521820	-9.862605	-11.261596	-10.424849	4.701605	5.787113	-12.521039	7.060348	-11.876555	4.371172	2.528814	5.751111	1.751815	6.859282	5.250940
16	3	-12.126325	5.618655	7.154072	-19.163774	6.409926	-8.363161	-14.028490	-10.959546	-3.799148	-12.640465	-6.566155	-8.363161	3.238036	-12.879927	-3.799148	3.932513	-6.566155	6.388746
18	3	-12.228123	-6.653432	0.102710	-13.858640	-6.831892	-10.549721	-8.228891	4.960483	6.976932	-18.958990	5.787020	-10.549719	5.049020	-10.967484	0.102705	3.090021	-6.831923	6.645414
29	3	7.226816	-16.724726	-4.914757	7.548882	-5.030303	9.187185	-8.637178	3.566972	3.467805	-7.758576	4.912078	-7.560482	-10.865310	-10.602790	-4.914757	-7.504472	-5.001175	-7.560102
32	3	-10.478479	-11.669316	0.086383	-7.899142	-10.493940	-11.428791	3.161370	-16.393090	0.086383	6.023086	-10.493943	4.622591	-9.226151	6.164470	4.541026	-14.245033	6.285965	-11.428791
33	3	-4.066435	-10.449271	-7.537001	3.897119	-11.556712	2.954150	-11.718847	-10.449271	-7.537001	-5.033314	-11.556712	-6.037935	-14.793859	8.099397	5.237860	-11.415646	6.779605	-7.438871
35	3	-10.846321	7.027944	6.205966	-16.949275	8.437294	-10.955253	5.240944	-16.058320	-4.092325	6.133761	-9.533015	5.148025	-11.470333	-10.009264	-4.092325	-12.222781	-9.532773	-10.955253
