372	8	2.977782	-5.539464	2.245311	13.346417	0.433554	8.261800	3.553177	3.539787	6.720930	7.799234	7.096405	8.335129	-13.344920	6.425687	6.721780	-10.462783	7.117809	-7.903101	6.607849	-11.680534	-0.847249	13.385880	-6.781467	8.368079	-3.267170	6.423645	6.721780	2.048339	7.117808	2.554378	-6.035413	-8.278215	-0.847217	1.940564	-6.780951	-3.107887	-10.290274	-8.278171	-0.847217	-4.876999	-6.780951	-7.903101	0.081382	-8.473302	-0.847225	7.794546	-6.781075	-1.348424
416	8	-5.049621	-7.518551	-4.884055	0.421807	-10.444404	-4.180592	-10.967731	5.654550	7.516866	-12.275959	8.097147	-9.109310	5.470410	-12.470545	-4.885440	10.921670	-10.831272	-0.093937	7.777826	-12.470550	-4.885440	11.032443	-10.831272	5.688876	-10.365276	-7.518551	-4.884055	-6.034854	-10.444404	-8.136735	-0.521550	-7.518753	-4.884055	9.347535	-10.444453	-0.112268	4.766696	0.700109	6.481475	4.670691	7.132231	-0.141887	7.118174	0.700025	6.481389	4.792565	7.132186	5.654770
683	8	2.816660	-9.113441	-4.784779	7.056645	-7.882308	-1.050739	3.075676	0.136442	6.374574	3.115137	5.347462	-0.912429	-8.135707	-5.244579	-4.717956	-8.054723	-7.881164	-12.816647	6.508517	-11.744361	-4.784780	11.154699	-7.882308	5.450450	3.118791	0.022985	6.374507	3.251700	5.377429	-0.871414	-7.702999	5.194411	6.374857	-12.162714	5.543945	-12.816647	3.042071	0.200230	6.374596	3.002045	5.320686	-0.947647	2.458803	-0.637190	6.361419	1.248446	4.178909	-2.003401
1809	8	-9.363970	-13.972519	-2.198638	1.996951	-5.836939	-2.720610	-15.269961	-13.972519	-2.198638	-2.924469	-5.836939	-6.971931	-3.163545	-13.973069	-2.198639	8.029734	-5.836939	3.866111	-20.058841	-1.421493	5.244029	-9.102280	4.304705	-7.599673	-2.744439	3.205897	7.817286	1.463535	8.456163	3.690896	-7.951345	-1.421494	5.244029	1.745783	4.304704	3.746083	3.231277	-15.766482	-2.200241	13.263191	-5.836939	7.021615	-14.850774	3.206882	7.817459	-9.362859	8.456238	-7.599719
1862	8	-6.882021	7.674793	7.091190	3.315719	6.161239	-3.387057	4.969070	4.685667	7.091190	10.295146	6.161239	7.217793	-7.017885	-7.101604	-1.793765	4.787352	-10.764850	-3.401491	4.836720	-10.089623	-1.793765	11.805323	-10.765019	7.212388	-5.650635	4.332918	3.502280	5.136941	-2.266994	-3.183839	-13.142895	-7.101604	-1.793765	-2.284210	-10.764850	-9.265784	5.664931	1.295043	3.496363	11.617840	-2.285343	7.239543	-13.629160	7.674793	7.091190	-3.835154	6.161239	-9.267907
2711	8	5.152198	-13.689699	-3.869764	11.573255	-10.529437	6.470600	-2.688380	1.754709	2.471204	1.001888	-4.462122	-3.443312	-1.050583	-9.878599	-3.869764	7.990136	-10.529437	3.751610	-10.893754	-9.878585	-3.869764	-2.188834	-10.529437	-8.497982	-7.685985	-9.878585	-3.869764	0.955151	-10.529437	-4.637821	-5.933619	1.754709	2.471204	-2.195432	-4.462122	-8.314925	-6.944265	6.977735	4.374574	-5.527915	3.786877	-10.366250	9.101509	3.165665	4.374411	8.243462	3.786531	6.599562
2807	8	-4.782819	-9.335944	0.517426	7.747823	-11.740333	-1.138102	-5.885703	2.401901	5.276064	6.485214	-0.680795	-1.138506	7.020713	-14.440561	0.517426	11.551885	-11.740333	4.604881	-6.013806	-9.335944	0.517426	-3.184624	-11.740333	-6.778475	5.978719	3.206381	9.157727	7.962776	5.982824	4.604592	-7.118073	8.306331	9.159528	-6.774545	5.982865	-7.158988	-7.168974	2.401901	5.276064	-4.446637	-0.680795	-7.087309	-5.867726	8.306331	9.159528	4.140423	5.982865	-1.149585
2939	8	-12.789269	-6.842001	-4.092612	-3.553202	-8.519502	-12.247892	-12.753126	7.514192	6.416559	-9.555623	7.805524	-12.708351	2.981621	5.959445	6.416559	2.218042	7.804853	0.043775	2.946468	-9.088484	-4.092612	8.218133	-8.521295	0.047436	4.882558	-10.696281	-4.092612	13.254262	-8.521369	6.508806	-7.240622	-6.846560	-4.092612	1.822692	-8.519514	-6.340455	-0.561326	-7.256126	-4.092612	9.265511	-8.520322	6.037296	4.922911	4.509670	6.416559	7.253540	7.799960	6.508807
3207	8	6.111005	-9.877836	-0.244013	13.842551	1.171436	6.468252	11.214133	5.106533	5.742358	10.704058	6.476040	6.474847	6.111845	-12.336307	-2.440823	13.845805	-4.290691	6.468259	-5.425277	-10.940118	-2.440823	2.705351	-4.290691	-3.659479	-5.426159	-8.459711	-0.243986	2.702098	1.171439	-3.659491	-2.720383	-10.940118	-2.440823	5.104055	-4.290691	1.481578	-2.721346	-8.459711	-0.243986	5.100351	1.171439	1.481498	-4.281634	6.502025	5.742360	-0.436690	6.476043	-3.827534
3267	8	5.625820	-9.039669	-4.176686	8.871619	-5.626762	0.718733	6.264190	-9.098637	-4.176721	10.978232	-5.627595	5.350393	-6.806340	8.581895	7.052531	-12.110030	8.379675	-10.477336	-2.650702	2.326567	0.823210	-6.199011	-2.265548	-10.447239	7.641186	5.119116	7.052109	5.065214	8.325464	5.350139	-5.785673	-5.670271	-4.130369	0.589984	-5.446427	-6.008566	6.990686	5.144084	7.052123	2.948251	8.326466	0.705136	-7.532992	-5.640817	-4.128455	-6.196691	-5.442605	-10.447143
