490	6	-3.906548	6.300510	3.079994	-10.132932	6.347984	-11.012888	3.252982	-12.096931	-4.290747	6.257464	-4.785413	5.493183	-2.157499	2.247504	-2.985688	-5.615534	-0.239923	-10.962847	-7.646168	-6.610517	-4.246717	-10.106666	-4.779998	-11.012915	7.228773	0.652932	3.078646	5.841687	6.347311	5.492655	-1.394022	-6.610780	-4.246732	4.914534	-4.780000	-0.086233
704	6	9.447080	1.734674	0.819236	6.423500	5.888131	0.449118	-7.934450	3.286410	0.828614	-6.218876	5.889005	-11.420256	-12.692519	-8.172096	-8.574731	-6.223906	-4.610784	-11.420258	9.740875	1.730508	0.819125	7.790524	5.888116	6.496097	4.687219	-9.305806	-8.574731	6.422182	-4.610784	0.448277	4.981666	-9.366562	-8.574731	7.790322	-4.610784	6.495645
715	6	2.926101	-5.069328	-7.111265	6.796692	-5.040543	6.828459	-1.851188	7.319093	3.246076	2.691674	8.453828	-1.256991	-7.360759	7.319283	3.246076	-10.200056	8.453829	-6.097346	-7.345634	-3.220822	-7.072547	-9.823220	-3.807827	-6.029724	8.481652	1.130457	3.105456	6.494627	7.923892	6.985742	-1.835679	-3.221019	-7.072560	3.073007	-3.807973	-1.249576
719	6	4.904426	-8.557873	-10.967957	1.854458	-4.811988	-0.408777	6.329681	-9.688998	-11.143114	4.659403	-4.811989	5.161156	3.753305	2.770332	0.816541	-3.949303	4.339625	-6.371467	-7.099896	-6.146240	-10.047080	-11.403036	-4.811866	-11.983482	1.855232	-1.752345	-6.828967	-8.010826	-3.978354	-6.374472	-3.286155	4.359891	0.914189	-11.403034	4.580569	-11.982142
991	6	-4.468841	8.461075	3.262433	-13.428256	9.171100	-10.479642	-9.183687	-9.233164	-3.006724	-13.410338	-3.588140	-10.559819	5.318154	-14.881084	-3.006725	2.905799	-3.588246	6.003434	9.999635	2.812315	3.262015	2.887500	9.171097	6.005319	5.315955	-7.890527	1.465093	2.905757	5.126877	6.003426	8.225919	-1.872331	1.506890	2.906514	8.497815	6.005662
1286	6	3.578783	-14.479578	-8.009326	9.334115	-3.239378	7.716270	3.784110	-8.519989	-2.362040	9.333596	2.708130	7.717313	-10.741962	-5.376343	-2.362038	-6.629275	2.708132	-10.254973	-11.892091	-11.464268	-8.009326	-6.628752	-3.239378	-10.254973	8.253083	1.419515	4.296002	4.068213	7.383213	7.718084	-7.068984	4.731532	4.519943	-11.895161	7.641220	-10.254973
1403	6	3.555404	-9.592079	-8.692871	9.844767	-8.466722	6.827006	-11.098818	-5.914516	-8.689181	-2.278209	-8.466722	-5.731617	3.169698	3.984415	3.630047	9.778403	4.836930	6.826368	-4.707561	-5.914516	-8.689181	3.087809	-8.466722	0.947348	-11.519980	6.806818	3.630085	-2.350932	4.837103	-5.873367	-5.114655	6.806817	3.630085	3.025773	4.837103	0.942961
1527	6	6.406112	-11.054068	-2.465746	5.358281	4.809653	3.883759	-1.576495	-10.854961	-8.421730	0.532529	-0.870521	-5.448136	-4.913473	-4.572507	-1.886665	-9.532826	4.819706	-7.348182	-1.576489	-4.572523	-1.886670	0.532525	4.819706	-5.448136	6.406112	-17.336251	-8.431165	5.358281	-0.870523	3.883759	-4.913478	-10.854945	-8.421730	-9.532825	-0.870521	-7.348182
1608	6	4.318677	3.725471	1.685355	6.649398	5.465076	7.203467	-7.577113	-6.331891	-8.841120	-11.268152	-10.620085	-10.136231	3.362905	-10.781070	-9.431695	6.645036	-10.620086	6.940907	-1.188469	-6.580524	-8.923011	2.204721	-10.620086	4.347986	0.004927	7.423728	1.779339	4.426546	5.670081	5.096092	-6.728850	8.355285	1.783206	-11.268663	5.678337	-10.112995
2294	6	-2.513297	-7.679952	-5.214803	3.486910	-6.152980	3.880094	3.183875	-13.584810	-5.220992	5.812103	-6.153375	6.460445	-10.314825	-7.679952	-5.214803	-6.747523	-6.152980	-6.158784	-9.572418	-3.546468	1.464445	-7.019464	3.446090	-6.137289	-4.930552	2.614672	1.974706	-7.239972	8.101439	-5.204492	-1.731496	-3.546472	1.464444	3.347738	3.446089	4.442018
