272	9	4.966620	-12.924207	-4.673066	11.138856	-7.422450	6.447145	-4.089547	-7.582939	-4.673066	5.365095	-7.421976	0.213310	4.293884	1.268651	6.883880	7.084859	8.295103	6.361151	-12.950294	-7.582936	-4.673066	-5.722542	-7.421976	-7.378886	-12.729231	5.570777	7.121574	-9.700812	9.457942	-7.378941	-4.743860	5.570776	7.121574	1.146063	9.457942	0.208281	3.243396	1.555567	6.303234	6.917942	8.073449	6.144869	4.755694	0.537722	7.054382	7.145595	8.415689	6.431457	4.644815	0.765992	7.017799	7.133362	8.387929	6.417826
847	9	-13.324249	3.934398	5.655143	-10.006078	6.641921	-6.572193	5.467743	-15.822231	-4.614307	11.451688	-9.117013	7.748347	-12.655375	-10.956642	-4.609733	-3.540210	-9.101417	-6.022948	-1.096329	-10.969599	-4.609814	8.520299	-9.101561	5.797587	-3.391505	-10.957183	-4.609736	2.871088	-9.101423	-0.144860	4.077186	0.767938	5.653755	4.863851	6.251357	7.622353	-1.440844	3.926343	5.655143	2.066904	6.641479	5.695269	3.068589	-2.743104	5.455784	4.956620	4.447065	7.705953	3.685910	-1.515913	5.628584	4.999070	5.348242	7.737267
1306	9	-13.692060	8.119883	8.106550	-8.315736	6.828742	-7.026607	-0.126110	8.087648	8.106550	5.380766	6.828510	2.859818	0.661507	-3.018452	-2.110315	10.046929	-6.490230	3.334601	1.935778	-4.810039	-2.110177	10.962806	-6.229968	4.149685	3.383461	-3.134604	-2.109979	10.531222	-5.883938	3.929192	0.362651	-3.715048	-2.110343	10.090570	-6.709173	3.361801	0.369866	-3.968048	-2.110345	10.112711	-6.772381	3.379337	0.391008	-4.199284	-2.110345	10.136433	-6.824347	3.398549	1.307923	-5.450034	-2.110259	10.733199	-6.602496	3.919081
2682	9	-9.296397	6.854864	6.803825	-8.984174	7.724654	-11.053933	4.018260	-5.306379	-2.862574	9.511712	-9.631756	-0.070488	4.861533	4.315132	6.803823	5.216007	7.724652	5.990641	-3.009846	1.396354	1.022018	-2.487490	-3.192121	-7.806475	4.198903	4.738444	6.803824	2.248210	7.724654	-0.345089	-0.630723	-2.367798	-2.860805	3.175442	-9.623231	-5.314067	-0.530917	1.209646	0.988896	3.175599	-3.233242	-5.314029	4.238898	-5.449612	-2.862574	11.643931	-9.631756	6.026936	-3.034090	-1.888958	-2.853301	-2.487430	-9.587506	-7.806429
2760	9	-13.445916	-10.213441	-4.251536	-6.540192	-9.858797	-7.691001	2.907090	-15.178210	-4.252009	10.791668	-9.858797	4.039973	-13.066025	6.364540	7.361473	-11.088285	8.118529	-7.691001	-9.983290	-10.213441	-4.251536	0.991704	-9.858797	-3.203214	2.238876	-2.352102	6.818627	6.379601	7.208612	3.884191	3.681312	1.311247	7.273502	6.299142	7.881584	4.086114	1.606162	3.808481	6.729108	5.974733	6.973455	2.468615	3.789801	0.784706	7.300365	6.349345	7.956828	4.122061	3.763010	0.987430	7.294853	6.335675	7.936926	4.114623
3482	9	3.777979	2.833830	7.140584	9.367955	7.640667	7.814998	-13.944321	6.522412	7.145546	-5.306351	7.640668	-10.905197	-7.523403	-8.868120	-4.113761	3.638377	-6.511280	-4.287540	4.406461	-12.512083	-4.113761	12.276129	-6.511306	7.814998	-5.584890	6.522412	7.145546	3.787761	7.640668	1.217810	-2.538047	6.522412	7.145546	4.551269	7.640668	7.408334	-13.247101	-8.868120	-4.113761	-2.419747	-6.511280	-10.870387	-1.912276	-8.868120	-4.113761	7.421156	-6.511280	7.780500	-4.910506	-8.868120	-4.113761	6.692126	-6.511280	1.238219
3541	9	3.561477	-12.524488	-1.067396	9.648616	-8.904154	7.844178	-10.912831	-5.877076	2.061411	-5.367300	-8.639403	-8.342118	2.345218	-0.737879	6.981101	3.220573	6.131400	7.771122	-10.904201	6.323600	7.089060	-12.178233	6.677903	-8.342384	0.681660	-1.738115	6.847735	1.602602	5.341561	7.434122	3.352194	0.404469	7.031380	3.548652	6.470555	7.698317	2.992204	-0.080094	7.013948	3.487439	6.368287	7.739979	3.568003	1.917853	7.061475	3.245262	6.446979	7.242984	3.288554	2.970795	7.053128	2.182595	6.277047	6.316534
4438	9	-0.799422	-11.016436	-2.815146	11.035581	-10.909352	3.515751	-5.503497	-11.001094	-2.813863	6.571778	-10.909155	-2.312074	4.530374	-16.796481	-2.938240	13.831330	-10.927543	5.181984	-0.714879	5.258803	6.913847	6.437779	6.585797	3.570367	-5.447048	5.277263	6.914057	1.951021	6.586558	-2.316637	-9.593772	5.277264	6.914057	-2.957164	6.586558	-6.102652	3.417216	0.764342	6.642757	9.496603	5.769944	5.059610	3.078955	0.615314	6.621704	9.502905	5.704755	5.062223	2.960103	0.588164	6.615108	9.504560	5.685677	5.058419
4714	9	-3.638649	-6.472968	-4.955012	0.570099	-8.553791	-1.624018	-9.734677	-6.472968	-4.955012	-5.423357	-8.553791	-7.710615	-9.609603	6.639274	7.007167	-11.948242	6.648787	-7.710630	4.361979	-12.787616	-4.955021	11.067814	-9.072215	6.728729	4.408294	0.981426	6.904154	4.455391	6.048591	6.557325	4.221048	-0.085283	6.966213	4.507292	5.661711	6.670587	-0.218805	-6.473226	-4.955012	3.710955	-8.553869	2.702619	4.386178	1.346779	6.868611	4.429329	6.129810	6.484659	2.835337	3.444016	6.540125	4.244889	5.664041	5.652270
5791	9	-4.856092	-10.845217	0.132963	-2.760021	-10.935389	-7.025866	-6.397619	5.357232	9.283422	-9.019547	0.084003	-9.985889	-1.531609	-10.845233	0.132963	3.069917	-10.935389	-2.463639	3.795223	1.048347	8.998457	7.008954	0.081900	6.193383	5.302528	-16.392553	0.132963	13.038018	-10.935389	6.462049	-0.025818	7.202090	9.283457	2.502000	4.765003	3.930069	-6.397598	7.203129	9.283457	-9.019547	4.765003	-9.985885	-0.025845	5.356192	9.283422	2.501938	0.084003	3.930039	3.949609	2.631225	9.282112	7.013978	4.764977	6.230858
