105	1	8.629598	-19.284817	-5.252084	7.668529	-7.845214	12.518129
135	1	-14.273229	-7.833750	-9.665477	-9.569170	-10.770184	-6.962570
231	1	4.228651	-19.562268	-3.651346	7.658783	-10.071221	12.425524
246	1	8.872016	-22.509209	-4.146827	4.035989	-11.446879	12.642732
280	1	4.893612	-12.552069	-5.144314	6.344037	-11.450192	14.600867
327	1	-14.833173	6.749784	9.313666	-11.812573	6.362655	-2.755271
368	1	-16.413647	-4.943572	-6.543393	-10.278417	-6.689831	-5.000505
471	1	-14.735020	7.646746	6.650087	-16.872148	7.060732	-7.335651
545	1	7.648590	-12.221412	-2.414700	7.330669	-10.237176	13.601541
611	1	-11.418045	6.556985	9.202481	-16.327513	7.743257	-4.725819
661	1	4.550994	-16.838224	-6.965125	6.465845	-13.801835	12.406129
764	1	6.362360	-12.341640	-3.602721	7.688696	-14.103118	13.248842
783	1	3.563061	-18.304340	-0.859813	8.578630	-12.887128	8.313018
824	1	6.358782	-16.478977	-8.954403	6.605805	-9.767852	11.607962
841	1	4.428961	-10.189042	-4.880959	8.179108	-10.140541	11.068634
869	1	3.914674	-7.646974	-5.527623	6.852690	-12.199336	12.350883
876	1	5.408701	-11.217941	-6.947054	7.517331	-15.063715	11.852062
973	1	-8.371385	-13.170058	-1.740696	-7.254753	-15.553633	2.657338
1038	1	-12.416998	-11.672123	-9.954931	-10.225141	-15.158766	-6.066868
1046	1	-0.249648	-11.272490	-8.326893	5.757646	-10.147780	9.962002
1074	1	-10.576744	-5.839573	-2.502667	-10.502732	-7.575261	-2.752668
1083	1	-13.741398	-11.375262	-4.655904	-13.202552	-13.887060	-4.580331
1100	1	8.723600	-16.481440	-0.641604	5.613522	-11.928843	11.751149
1120	1	-15.103031	-10.440949	-5.028938	-9.006027	-10.859329	-8.429579
1144	1	-15.288076	-6.272226	-8.161662	-8.755372	-4.397946	-2.154830
1227	1	4.410616	-16.960652	-5.649985	7.675916	-8.240906	11.958462
1246	1	6.700669	-10.903059	-8.374239	6.901763	-7.211775	11.234088
1313	1	-17.788599	7.214461	9.299438	-16.920829	6.422414	-4.943574
1328	1	10.770562	-18.493762	-9.435578	7.260845	-9.440663	12.141928
1440	1	5.936155	-10.172334	-9.018263	6.217794	-7.966471	12.231461
1490	1	8.182180	-13.550014	-7.940045	9.181419	-14.235964	9.037907
1608	1	7.907453	-11.762267	-7.588267	6.664695	-9.092683	10.959755
1621	1	-12.456072	-7.485202	-3.069319	-8.710353	-11.134926	-5.841320
1638	1	-16.648522	-8.896333	-7.164380	-8.788497	-10.204651	-4.462102
1704	1	6.827574	-16.917426	-7.457840	9.534174	-6.663338	11.876525
1710	1	-6.413654	-13.309034	-5.344290	-16.916865	-15.298399	-0.939346
1720	1	-17.487022	6.734359	6.899413	-18.461206	8.464365	-4.658508
1722	1	6.452519	-17.404666	-4.020011	9.062786	-9.444005	12.023604
1769	1	-0.654973	-4.366856	-8.122568	3.872289	-7.243681	11.537621
1881	1	4.957451	-19.510695	-5.082341	5.128094	-12.024387	11.287105
1923	1	8.093637	-16.305194	-11.051375	6.072557	-7.184598	12.411499
1965	1	5.570031	-15.346242	-4.826913	7.098248	-11.034774	11.474615
1999	1	-15.730151	7.127930	7.371524	-13.451081	7.595697	-6.982616
2036	1	-2.594467	-12.674703	-6.599525	3.702164	-12.132105	9.453063
2045	1	-15.964150	-7.987125	-7.733393	-9.118534	-11.438034	-8.569517
2074	1	8.767844	-12.498480	-7.464186	7.799889	-8.772527	13.321398
2123	1	-14.253695	7.066052	7.264335	-8.605349	6.446504	-4.752524
2268	1	8.482264	-15.094585	-4.905334	7.197990	-8.239577	14.006950
2306	1	-12.037115	-16.550199	-6.711013	-7.567512	-10.715892	-4.436981
2316	1	0.519279	-7.609243	-8.428104	7.121529	-9.163990	12.915081
2355	1	-8.242537	6.867544	7.755661	-12.225631	8.087391	-4.633292
2420	1	5.374079	-14.299621	-5.468906	8.693772	-10.090842	10.692694
2459	1	-17.131370	7.073133	9.537089	-15.062256	6.710257	-5.314415
2491	1	6.481569	-18.363589	-1.910300	5.160124	-9.599398	11.262625
2610	1	-12.972458	-10.098688	-4.070383	-11.531976	-17.077151	-6.913713
2714	1	5.242607	-12.556762	-6.837269	6.343670	-12.078296	11.962482
2736	1	3.698965	-14.469914	-7.835363	5.142788	-7.147738	11.390355
2850	1	10.460156	-18.030091	-6.130504	6.732244	-11.905150	13.212048
2878	1	4.705976	-19.116815	-4.097695	8.203661	-9.873641	13.076219
2897	1	-16.417287	-12.635384	-6.787986	-11.356061	-8.895615	-3.674442
2976	1	-11.302768	-11.722070	-8.115032	-14.151003	-7.820891	-5.498131
2985	1	-13.483008	-8.554478	-5.368877	-11.013183	-14.785228	-3.582680
3060	1	-9.065464	-8.080613	-3.408605	-11.338627	-13.031930	-2.745991
3075	1	4.582119	-12.424774	-7.862474	6.228900	-16.368436	10.049072
3076	1	4.959485	-17.718426	-8.820370	7.618440	-8.390768	13.229288
3077	1	6.361425	-15.375591	-6.051798	8.002757	-11.634904	12.232150
3161	1	-10.548741	-8.048178	-8.184448	-10.626475	-14.637290	-5.129409
3166	1	6.590794	-14.920713	-7.096871	6.776956	-6.690733	13.124824
3188	1	6.142350	-14.239830	-7.095361	8.298584	-7.261955	11.405480
3202	1	-7.444163	-7.684954	-12.087223	-0.758863	-9.365906	2.913778
3308	1	-13.875834	-11.295712	-5.424474	-10.655346	-16.139366	-7.523154
3312	1	-15.043002	-7.232628	-4.162940	-12.040504	-15.371827	-7.745770
3364	1	-12.378313	-11.341168	-10.461372	-12.575599	-10.545461	-5.272063
3408	1	5.877644	-16.528207	-1.758796	6.373475	-11.755983	13.031705
3504	1	-13.806082	-8.900471	-10.589408	-15.533659	-11.384977	-9.821456
3546	1	-11.683210	-8.558133	-9.026929	-11.699198	-8.040898	2.465307
3590	1	5.391330	-15.959571	-8.096881	4.546401	-10.744125	11.072620
3607	1	-10.308131	-9.517350	-10.865223	-11.821965	-11.180049	-7.484419
3757	1	5.081576	-14.990378	-5.907698	6.257209	-11.781951	11.901945
3766	1	6.275128	-12.770025	-8.914799	7.347401	-4.458988	12.441749
3859	1	6.755536	-15.355888	-7.420082	7.429412	-8.945599	11.597749
3880	1	3.374449	-20.403745	-6.456947	8.977621	-9.044528	14.037871
3912	1	-6.460797	-7.688602	-8.431855	-7.242396	-8.150278	2.931562
3926	1	-16.369117	-12.177886	-3.825781	-10.663160	-9.411060	-4.778412
3956	1	5.759081	-18.680387	-8.655050	7.749697	-14.989746	12.648727
3983	1	-10.587579	5.980310	6.405291	-16.438528	9.049281	-0.453009
4081	1	7.631262	-15.940559	-6.470261	5.541139	-11.471691	12.557464
4105	1	3.881081	-16.461791	-5.480446	7.977892	-13.117593	14.029187
4156	1	8.192466	-13.131394	-1.182765	6.074578	-10.840313	12.052892
4159	1	9.734357	-14.155550	-4.833125	5.223130	-4.296225	12.251941
4177	1	-13.078663	6.072414	8.289503	-16.417900	7.071140	-8.012524
4203	1	-14.932574	-12.667187	-4.287160	-11.104354	-13.453185	-2.843944
4248	1	-16.867951	-12.961173	-6.800142	-12.102746	-10.998843	-3.701181
4263	1	-18.698758	-11.082131	-9.979614	-7.036486	-9.332921	-11.317022
4361	1	-11.011690	-8.868173	-6.814781	-7.418365	-11.069951	0.812938
4454	1	7.600123	-15.264520	-8.365916	8.462810	-8.374333	10.412117
4471	1	5.788631	-15.928244	-7.340460	6.536303	-7.690772	11.743413
4493	1	5.332481	-14.882906	-4.579310	8.674967	-12.096225	8.866827
4559	1	4.606644	-16.589427	-4.805423	6.714681	-10.661137	11.539865
4565	1	1.839873	-11.685628	-8.198505	3.913898	-12.999180	10.928593
4663	1	6.699670	-15.287057	-9.118078	7.712613	-10.734206	9.952776
4689	1	6.425471	-13.399828	-3.368590	8.429235	-7.054907	14.339886
4712	1	6.745150	-6.829015	1.480768	6.572450	2.232484	12.245352
4720	1	-13.719014	-11.728710	-7.008276	-8.314302	-13.760143	-2.444047
4727	1	-10.029467	9.038725	8.711230	-13.328720	4.566294	-7.197628
4757	1	7.327724	-13.016944	-4.341590	7.456948	-14.428629	14.632272
4865	1	-17.772731	-8.538579	-9.926045	-11.192012	-9.764989	-2.487728
4942	1	3.429814	-14.374206	-2.865799	4.889667	-9.746472	11.825309
4991	1	4.201149	-20.672284	-4.754162	7.002024	-10.966221	10.491641
5079	1	3.990545	-14.438783	-5.657023	7.650530	-9.764949	13.469134
5101	1	-10.943231	9.284035	8.853824	-20.126880	5.811838	-2.245131
5252	1	-14.801866	-12.516574	-6.121780	-6.734283	-13.708931	-1.490833
5338	1	-14.851705	5.357852	8.669063	-20.413596	8.402085	-5.585132
5390	1	7.962586	-14.763928	-4.295816	6.057735	-11.784464	12.942518
5475	1	6.169887	-18.019771	-5.630857	6.040698	-12.044154	12.488651
5490	1	-13.110263	6.918355	7.855090	-21.152934	7.107079	-6.400704
5556	1	5.809382	-17.003962	-5.099841	6.238323	-8.300144	11.512030
5588	1	-15.008097	-11.417849	-6.216728	-4.878360	-12.951073	-9.103340
5662	1	7.268133	-15.015698	-4.625209	6.599374	-16.802349	11.591571
5704	1	5.533679	-18.182394	-4.259774	9.764904	-10.008581	9.594931
5901	1	-13.360325	-3.154752	-4.711127	-11.853355	-10.218591	-3.850899
