2	4	-12.088937	7.444605	8.485694	-12.263581	6.644843	-12.200982	-13.559536	-10.542283	-1.359071	-6.779867	-11.898327	-12.166653	4.333724	3.321341	8.485687	3.249435	6.644842	6.368806	2.141292	-12.342964	-1.359071	7.700876	-11.898327	5.682284
3	4	-9.985272	7.836935	8.911535	-10.816452	7.450018	-3.653868	-12.099645	-5.486832	-3.651837	-6.570247	-9.695666	-3.653868	2.338913	6.111346	8.911535	-2.114665	7.449932	3.240795	-0.105615	-5.491333	-3.651839	2.890903	-9.696155	3.365138
38	4	-19.595129	-10.253539	-1.541122	-9.069083	-10.106652	-10.796956	-13.859585	1.700419	2.002762	-9.304909	-3.061358	-10.795515	-20.207519	7.850578	7.593996	-12.643965	5.535679	-10.796966	-2.217190	1.346853	1.798542	3.375988	-3.270763	3.767448
81	4	-14.140343	-6.450333	-4.221198	-1.703919	-10.552756	-8.232068	-8.128186	-6.451216	-4.221199	3.336320	-10.552756	1.387207	-17.056907	7.170672	6.101808	-6.672457	7.350576	-9.024293	-12.071105	-6.450378	-4.221198	2.503543	-10.552756	-4.653436
99	4	4.594098	-17.270285	-7.247366	5.877899	-8.606165	8.940756	-10.056464	-11.870560	-7.247362	-6.338592	-8.606165	-7.227032	-12.833115	6.433622	5.385059	-8.137685	8.101224	-7.650782	5.388597	0.980662	4.786921	4.585673	8.101165	8.906007
106	4	-9.164174	7.660490	6.054169	-11.942077	6.711129	-9.402959	3.225197	-8.228884	-6.970350	7.536305	-10.154645	6.190363	-6.692279	2.103723	-0.406141	-4.900720	-1.799943	-9.402946	3.269557	2.715061	6.053269	4.628943	6.711077	6.190419
108	4	-18.457070	-11.084623	-5.129225	-8.959522	-9.424569	-8.695948	-5.619680	-11.084623	-5.129225	2.028263	-9.424569	3.305791	-18.498960	7.010834	7.235948	-9.444676	7.386502	-8.695950	-5.735521	7.010834	7.235948	1.494072	7.386502	3.156537
147	4	-13.328502	3.205264	6.703093	-13.323426	9.173786	-7.933238	-10.815736	-6.476038	-3.782364	-6.994267	-9.205704	-7.933238	3.873758	-9.460311	-3.782367	6.828828	-9.209405	5.972301	2.617605	-9.460311	-3.782367	2.858667	-9.209405	0.286049
163	4	-13.619844	-2.191728	5.711653	-17.334318	7.450938	-10.135768	-13.546957	4.097090	8.106117	-17.537710	9.631107	-10.135768	-11.492109	-12.803286	0.649340	-11.294004	-4.740441	-10.135752	3.703181	-7.872097	3.110853	5.777780	4.561911	3.636952
172	4	-11.729899	-7.708179	-4.513429	4.746317	-11.529656	-2.675375	-4.428760	6.121840	5.957583	-0.211070	6.479533	3.566219	-17.381786	6.121840	5.957583	-8.683413	6.479533	-8.747977	-4.620205	-7.708179	-4.513429	5.400470	-11.529656	3.570162
