PHOX2B	SOX10	PRRX1	GATA3	SNAI2	HAND2
-7.257589	-0.742241	-2.180341	-11.333272	-5.674570	-9.535135
7.639336	-10.647231	-4.412837	6.650303	-11.361488	8.587981
-12.024309	11.877873	5.252161	-14.491799	5.780421	-9.535135
4.246353	6.529562	5.251727	3.335280	5.780280	8.585743
-11.846948	-3.851691	-1.558988	-10.327443	-10.044487	-12.730337
5.721397	-10.491656	-6.393346	4.296951	-10.049718	6.013318
-10.852131	8.799567	4.825170	-12.180350	5.462470	-12.755607
-6.633263	1.315399	-1.526338	-9.196873	-4.453596	-12.522679
-8.852704	10.884238	4.865440	-10.051423	2.915818	-8.303461
5.918023	7.569948	4.865440	5.462404	2.915818	6.773006
-10.813040	-7.083424	-4.068007	-8.544241	-8.935699	-8.300069
3.846258	-9.008935	-4.068007	6.957490	-8.935699	6.773158
4.815559	7.775217	7.744741	2.680856	5.999574	5.701920
-9.446198	-6.794237	-3.491240	-10.174430	-9.066203	-3.427390
-9.337859	10.202776	7.744742	-14.092251	5.999643	-3.427394
4.779670	-9.194419	-3.491260	6.584616	-9.066458	5.751279
4.492103	8.453988	6.862067	3.362238	6.775352	6.884058
-12.291689	8.975056	6.862067	-9.462916	6.775352	-11.644028
-8.726584	-7.396620	-4.264321	-6.342802	-6.543198	-11.239976
8.293572	-8.072931	-4.264321	6.482365	-6.543198	6.884084
-10.453474	8.387442	9.032112	-12.491046	7.002720	-11.253849
-8.401922	-7.785978	-3.261893	-9.805974	-5.446693	-11.253787
6.879329	-13.273109	-3.266133	6.040177	-5.572688	6.676568
4.826208	3.190904	9.031389	3.353630	6.820893	6.662272
-9.007450	9.717378	7.213786	-12.685106	4.074726	-8.064578
4.160012	-10.110233	0.300657	4.323234	-11.214117	6.015100
-7.904701	-6.457795	0.304308	-11.067382	-10.182374	-8.057624
3.641932	6.909973	7.213015	2.554361	4.065711	5.870561
3.120645	-3.359774	-6.449165	8.079776	-14.469207	6.491715
-11.648836	12.157079	6.010942	-11.037700	3.045311	-10.245622
-7.792478	2.717864	0.135097	-6.789128	-8.297534	-10.012904
5.239792	9.295638	6.010942	4.025516	3.045311	6.414121
9.110268	2.301089	1.472845	7.733927	-8.651466	5.456216
-6.938174	4.329252	1.472845	-6.963112	-8.499403	-4.464200
-11.555025	11.191105	7.034013	-12.201763	3.436763	-4.466946
4.568172	9.880997	7.033380	2.495366	3.435434	5.380922
-15.208403	11.539234	7.798016	-9.189120	7.482886	-8.095840
-3.713656	11.539141	7.798016	3.010703	7.482886	3.448127
-9.787700	-5.656819	-4.391511	-0.073198	-10.724742	-2.737997
-4.308976	-5.656846	-4.391511	6.073184	-10.724743	3.430467
-12.134166	11.101890	6.656513	-13.416269	8.440055	-9.715776
4.012411	9.195395	6.656513	2.398614	8.440055	6.161383
-11.340189	-5.396811	-5.043780	-9.839739	-8.214803	-9.674350
4.219328	-7.303334	-5.043780	6.007580	-8.216014	6.589234
-8.577201	5.170254	-0.302264	-10.990237	-5.894219	-9.204754
-9.382282	11.562242	4.205505	-11.653173	2.420628	-9.205156
9.312875	0.664001	-0.305841	5.299924	-6.178981	4.508515
8.755469	7.056891	4.205505	4.610095	2.420627	4.504720
-12.778730	-6.603349	-4.403789	-8.865913	-8.893932	-8.713599
-7.821334	0.912316	2.118338	-8.866318	-3.573026	-8.668880
-14.052279	11.715697	8.208762	-15.190993	5.069888	-8.714544
4.848493	-10.823851	-4.403789	6.412531	-8.895462	6.074292
-4.979416	13.769164	5.555576	-10.596115	7.697147	-12.997900
8.030383	10.985118	5.555576	6.574164	7.697147	3.583090
6.305358	-1.309515	-0.510731	8.176216	-0.290297	3.583090
3.544044	-1.305544	-0.504422	1.690148	-0.290221	-2.824259
-14.791155	11.631629	6.128017	-14.559970	8.537473	-7.841586
-14.457255	-4.380575	-2.457003	-8.054388	-7.928671	-7.841584
1.959856	9.908308	6.128017	1.372527	8.537473	6.021300
2.443652	-7.566030	-2.457095	8.339729	-7.928727	7.082473
-11.822590	8.641955	6.994137	-10.575739	3.406833	-5.296308
-2.077302	-8.498454	-4.831624	4.300130	-8.658597	7.814877
-6.921464	-2.344981	-4.830997	-4.799241	-8.651989	-5.290432
-6.692129	-8.498170	-4.831624	2.912977	-8.658597	-2.319267
5.558348	-12.590846	-5.386173	6.958809	-10.373383	5.437936
9.996740	4.899897	4.470848	6.106433	6.620408	5.458555
-8.819090	-8.090557	-5.385059	-1.269340	-8.757868	-5.110767
-5.439469	9.364839	4.471503	-2.150369	6.626491	-4.315899
-7.815260	11.526765	5.557060	-14.600764	7.793610	-12.256274
7.118870	8.353107	5.557060	2.414256	7.793610	5.132992
-11.644075	-5.622905	-1.561268	-10.511401	-6.411379	-12.513066
