PHOX2B	SOX10	PRRX1	GATA3	SNAI2	HAND2
-8.052917	-7.028594	-4.535464	0.799133	-10.234170	-7.078740
3.758660	-12.674615	-4.535465	10.956958	-10.644141	5.568280
-13.228490	6.429840	5.644719	-10.788854	7.172833	-8.316070
-5.279284	-12.249603	-1.270582	4.440884	-12.804600	-6.709023
-1.122190	4.498011	5.509750	1.107476	5.606369	-6.710379
0.883254	3.793641	5.509029	2.968349	5.606342	-6.644977
-12.420401	-12.963833	-5.757748	-7.076555	-7.832149	-9.315933
3.898492	-19.513271	-5.757748	10.473537	-7.842134	5.396278
-10.619542	5.102925	6.132222	-12.367161	6.902443	-9.315933
-16.148045	6.141556	6.261668	-8.340777	5.384867	-11.496069
-10.488465	-9.644639	-0.659653	1.385489	-6.268516	-8.220222
2.634486	-14.938124	-0.659653	12.002787	-6.268677	4.674507
-12.043539	-7.793109	0.685285	-7.643072	-7.740434	-10.343507
1.853941	-8.214432	0.685285	8.200089	-7.740434	5.579205
-9.792077	3.663449	5.720673	-13.936089	6.746878	-10.232826
-9.182335	-5.738917	-0.560484	3.803097	-14.409350	-3.053151
-2.841577	1.275226	1.403266	3.775264	-9.755362	-3.053224
-8.899055	6.329600	7.105006	1.888993	2.689184	-3.077417
6.965285	4.191203	7.386121	7.604051	7.514394	7.732633
7.667377	-10.867658	-3.760583	12.362493	-7.792655	7.747273
-3.719480	8.345316	7.386125	-6.846973	7.515026	-6.982847
-9.940434	-7.414267	-1.139610	-7.727676	-14.089259	-7.232310
4.646535	-14.028438	-1.246883	11.200806	-14.089334	6.613206
-10.405275	5.932273	8.496412	-12.712886	3.496111	-7.237029
-11.251323	9.630315	6.024823	-10.115356	7.298554	-8.896304
4.278620	5.644359	6.024823	6.693512	7.298554	6.772679
0.166638	-6.904051	-4.159888	8.605923	-9.366454	6.771189
6.760824	-13.792240	-5.071997	13.690286	-9.354333	8.021738
4.807713	3.888101	5.123531	11.425597	4.362676	8.018295
-9.985052	8.207877	5.310938	-5.704831	4.490623	-4.217493
-9.303363	-0.623323	1.038067	-6.715186	-1.999360	-10.077481
-14.438636	8.991561	6.468939	-10.213200	6.009015	-10.077691
5.311576	-12.486675	-4.733090	8.768310	-7.857878	5.904710
1.526694	-8.162605	-4.111816	10.123790	-12.588866	6.595918
5.869519	-0.011934	2.025749	9.739518	3.704363	9.227628
-8.410613	6.832694	2.525987	-1.842217	4.081710	-4.966731
2.176995	-15.255661	-5.250900	11.643785	-9.047178	7.133540
-6.144913	3.428935	3.322065	-2.087045	5.499009	-6.487666
-4.338367	-11.282163	-5.250900	5.890110	-9.039093	4.425885
4.029113	-16.928009	-5.381947	12.484315	-15.444982	6.929083
-3.869984	-10.718716	-5.318458	2.005622	-15.444971	-3.354461
