22	5	2.954011	-7.192770	-6.937815	7.237915	-11.389725	5.654105	0.947292	2.330482	-0.942966	2.242896	-5.020458	-2.871603	-12.700313	11.001441	5.471810	-11.851667	5.056578	-6.429447	-9.857764	3.056670	-0.942966	-7.058864	-5.019345	-6.429447	6.220063	5.371452	5.471810	2.403488	5.056578	5.896782
24	5	-5.902879	13.202758	6.078060	-9.071542	7.715392	1.106693	4.725251	-8.134169	-4.435728	6.663665	-10.083011	6.542996	4.594480	7.215920	6.078060	2.654846	7.715392	6.535356	-4.472148	4.179068	0.085353	-10.237561	-3.769758	-3.384025	-10.605306	13.202758	6.078060	-14.207542	7.715392	-3.390370
34	5	-13.938593	-8.994878	-2.953578	-5.531274	-10.680269	-8.378585	-7.209965	-8.994878	-2.953578	2.095964	-10.680269	-2.565708	5.017635	-13.342402	-2.953578	6.652459	-10.847889	6.107748	-14.564966	8.053842	7.198469	-8.313659	5.922309	-8.584631	4.298075	3.713970	7.197885	3.871336	5.901145	6.000333
42	5	9.339768	3.580516	-2.512570	6.893839	-5.961913	6.662777	3.360400	6.814253	-2.512559	-3.223202	-5.961301	-4.061765	-2.738977	8.408180	-2.512559	-9.822712	-5.961301	-9.915185	5.916043	7.223346	4.024384	6.161531	5.492041	6.661990	-6.183475	10.629969	4.024384	-10.554988	5.492041	-9.917683
58	5	6.294325	8.122847	6.261576	2.269832	6.297746	3.191153	-11.389253	10.714424	6.261576	-13.957197	6.297746	-12.318382	4.387532	-7.367288	-1.976384	8.245262	-8.176646	3.191078	-13.294063	-4.775508	-1.976383	-8.016696	-8.175796	-12.316719	2.889316	8.156826	6.261576	-3.781920	6.297746	3.187309
60	5	-9.543925	7.318975	6.737717	-15.329256	6.477435	-6.770334	-12.014120	-8.568631	-5.572037	-10.431531	-9.385939	-6.770334	0.180992	-12.784676	-5.968148	6.313553	-9.385939	5.446949	8.919383	1.472296	6.437188	1.429703	6.465480	6.096108	5.819409	-14.396513	-5.985763	6.316232	-9.385939	6.094869
61	5	-8.986738	2.410295	0.995562	-9.940992	-2.775572	-5.586864	-14.405242	13.182049	4.573818	-11.358963	6.188258	-5.586864	3.900508	-1.523483	-3.440224	6.516499	-9.254846	8.672763	-3.490015	12.766595	4.573818	-0.320944	6.188258	4.217002	2.455495	10.797333	4.573818	4.693441	6.188258	8.151485
66	5	5.211027	-10.699342	-3.259914	9.235943	-12.935139	6.343485	-6.477511	-6.163305	-2.239198	1.750508	-12.689780	-6.694831	7.244690	7.075060	8.129292	3.244427	4.147994	6.343542	-9.984647	12.050105	8.139966	-7.930516	4.148605	-12.126861	-8.361585	-6.163296	-2.239193	-1.785119	-12.689778	-11.994193
76	5	5.036708	4.305116	6.922936	3.832253	7.509367	8.458227	-11.343548	10.848303	6.923392	-13.181982	7.509367	-8.590158	3.081396	-8.712472	-5.627835	6.517295	-8.821594	8.402146	-12.858588	-5.854504	-5.417621	-10.450169	-8.821594	-8.590158	-8.963782	0.097662	0.318506	-10.601509	-4.308199	-8.590158
77	5	7.658671	6.270073	3.790035	6.164608	6.645986	6.946957	-9.140231	-3.916552	-8.400552	-11.686460	-7.541534	-10.819813	-7.214861	10.481052	3.790035	-11.988517	6.645986	-10.819813	-6.953330	1.130529	-2.429370	-11.686460	-3.571186	-10.819813	5.695495	-8.266757	-8.400553	6.465507	-7.541538	6.946960
84	5	-11.330383	-5.905535	-1.580102	-8.033989	-10.674872	-9.117585	-12.482506	12.521833	5.550346	-11.609029	6.522963	-9.123879	6.617024	-11.334213	-1.580130	5.823661	-10.677519	7.331953	5.464245	7.134711	5.550345	2.248546	6.522963	7.085885	-7.440342	4.095420	2.147470	-8.272130	-4.418993	-8.975687
86	5	-11.905681	13.058114	6.778403	-13.006767	6.543483	-9.564838	7.596009	-8.645727	-6.379284	8.020228	-6.286411	5.028306	4.585500	7.044193	6.778403	3.282947	6.543483	5.016245	2.284451	0.279940	-2.409495	2.227707	-3.805588	-0.686547	-6.069111	3.391989	0.154851	-8.286775	-3.445403	-9.563585
93	5	3.399614	-5.368687	-4.273192	7.839735	-5.658764	6.279152	-7.757852	6.978162	2.066234	-6.619788	-3.632156	-8.266398	-10.575953	12.686467	5.724879	-10.962475	6.544435	-8.356631	7.745484	-0.048666	-1.059344	7.947862	-3.666046	6.816125	6.579269	7.031018	5.724879	3.609339	6.544434	6.774660
97	5	-13.972355	11.327621	4.995882	-7.605207	4.446890	-4.614038	3.552816	-1.122051	-5.858100	8.984053	-10.358606	6.653813	2.795530	-7.185146	-6.481769	8.887615	-12.931303	6.630224	-7.536541	4.124819	-0.228870	-4.982297	-6.742203	-4.611967	2.083428	8.869209	4.995882	5.625948	4.446890	6.570865
103	5	3.478516	-7.913759	-3.028655	9.128466	-6.372864	8.763128	-9.369912	5.933847	1.700442	-13.333256	-1.115798	-7.508899	-13.155216	-4.664670	-3.028623	-8.799539	-6.345844	-7.508899	-14.274969	12.338932	6.676485	-14.661837	7.146970	-7.508899	2.358984	9.960509	6.676485	3.213724	7.146966	8.165520
111	5	5.079961	7.328214	5.546200	5.211029	5.666791	7.379052	4.401976	-5.385183	-3.381255	7.584448	-11.336337	7.377266	-9.629589	11.437937	5.546200	-10.464873	5.666791	-7.162156	-10.275887	-1.799627	-1.815033	-8.111864	-11.329963	-7.162156	-4.911480	4.712109	1.911145	-8.518052	-3.592618	-7.162000
112	5	-3.329996	10.393988	2.136161	-3.072781	6.255100	-9.833045	6.477469	5.103261	2.123002	-0.443027	6.236470	-3.506650	0.100132	9.405011	2.135820	-6.319857	6.254618	-9.609335	-6.398982	10.530346	2.136192	-6.426826	6.255145	-9.833446	12.065397	4.360464	2.113974	5.913783	6.223673	4.729978
118	5	-15.050452	-6.218804	-2.205939	-8.513336	-7.961479	-7.651661	5.044275	9.815868	5.691163	0.731451	7.063153	6.072758	-14.158950	11.633654	5.691167	-14.540651	7.063154	-7.651524	3.847329	-8.036626	-2.206095	6.627318	-7.974461	7.751594	-2.803652	-6.219014	-2.205939	3.575945	-7.961487	4.406426
120	5	-10.946576	-3.417454	-2.926006	-8.090085	-9.747360	-10.659093	3.426510	-8.043831	-2.926009	6.728834	-9.747362	6.282809	-8.634108	11.689263	7.324749	-13.015890	5.931257	-10.659093	-5.077608	2.737260	0.807097	-9.213097	-2.243639	-10.659093	5.765806	5.836334	7.324749	1.810955	5.931257	6.350241
125	5	-10.686701	12.637448	8.497272	-15.200936	7.820701	-11.533945	3.714002	7.969663	8.497201	2.087191	7.820617	5.971347	-5.206421	6.509255	3.632705	-11.631492	-0.811901	-11.533945	5.919079	-12.038343	-1.644503	7.407036	-10.471226	5.981879	-8.547150	-4.158238	-1.592346	-9.937755	-10.403358	-11.533945
137	5	-9.188944	-4.072126	-3.495067	-7.546237	-10.664060	-9.130351	-5.271364	2.011345	-1.044859	-7.546236	-4.562730	-9.130351	5.703883	-7.546891	-5.870930	8.693734	-10.948580	6.854110	-6.152591	9.945130	3.725226	-7.778233	6.723583	-9.130353	8.734752	6.478369	3.721863	8.463717	6.721415	6.854110
140	5	5.204647	-12.210280	-2.538746	4.586662	-9.514556	6.354680	-7.228152	10.397776	6.046817	-15.587497	6.514411	-11.397137	-8.481508	-6.218532	-2.538746	-11.183794	-9.514556	-11.397138	0.056696	1.654827	-0.242316	-11.181265	-4.896648	-10.763832	6.619674	4.403821	6.046817	0.178358	6.514387	2.630617
142	5	-14.587366	11.597193	6.257492	-9.679889	6.498909	-9.084925	4.917129	-10.134072	-5.099268	6.048630	-9.493921	6.481090	-9.013000	2.690131	0.763609	-6.425039	-6.592512	-9.084919	-13.036951	-3.642412	-4.672667	-6.069384	-9.065737	-9.084925	3.153212	6.620164	6.257138	1.974031	6.476052	6.225169
153	5	-10.196667	10.916837	6.795459	-13.193674	9.528478	-11.166319	-10.843184	-6.895831	-3.106537	-7.982509	-5.072853	-11.166319	7.106613	6.395663	6.795457	2.415455	9.528478	6.788715	3.874715	-11.416996	-3.106583	7.788443	-5.080682	6.762837	8.144988	-5.686896	0.839440	7.759088	2.310691	6.788735
157	5	-12.247448	11.455622	6.481194	-11.449203	7.082776	-8.902229	-5.696923	1.397949	0.735496	-4.829011	-2.821755	-6.058599	5.985765	-11.177353	-5.849707	6.176505	-6.926628	8.254443	-12.048170	-4.560474	-5.820486	-4.820464	-6.191763	-6.052675	0.374498	-4.568134	-5.820943	4.866670	-6.194765	6.456605
168	5	2.166282	1.374807	1.216938	-6.714283	-6.232922	-4.311145	-4.092125	2.909320	1.218120	-10.334758	-6.230868	-10.138495	6.380522	-9.731679	-3.333387	6.649730	-11.571672	7.152025	-7.335265	8.668173	7.206125	-16.624155	-1.934086	-10.138495	-7.390282	14.343239	7.297263	-16.627662	3.875955	-10.138495
182	5	-4.816042	-9.518193	-2.640423	-7.146604	-8.453409	-9.939399	6.200567	-15.004856	-2.640513	8.002415	-8.453597	7.882201	-8.975975	7.840499	8.642810	-12.946104	6.787417	-9.947993	3.816133	3.943587	8.630814	2.082109	6.787417	7.840102	3.460486	4.438729	8.636786	-1.304374	6.787417	5.860404
186	5	3.849650	-5.693174	-6.723190	6.843798	-11.136107	8.352258	-5.339150	5.292061	-1.627343	-9.824716	-5.745218	-7.650443	-8.674474	13.761474	4.996172	-11.392088	4.020005	-7.650443	-11.210233	-1.306434	-2.303235	-9.813364	-6.244913	-7.650443	6.530028	7.293131	4.996172	5.253666	4.020001	8.352259
193	5	8.757508	7.079340	6.336357	6.492059	7.447732	5.192541	-1.135443	5.167879	1.431691	-9.072536	-4.604471	-11.884656	-3.118391	12.586231	6.351138	-10.663633	7.448167	-12.563811	4.502156	-11.133805	-4.541669	8.101024	-11.209768	5.188756	-7.363143	-5.611206	-3.632755	-9.051432	-11.209312	-12.092080
201	5	4.910569	-7.271425	-4.044512	6.666844	-9.140630	6.758095	-4.358618	-2.296301	-3.195711	-7.884679	-5.807417	-8.895808	-4.440809	6.339654	0.283555	-7.895558	-3.230452	-8.938649	-8.187138	12.362315	6.895998	-12.633455	5.645768	-9.897307	6.607897	7.403706	6.895953	1.390541	5.639539	6.163645
210	5	-9.877507	6.793532	2.630514	-11.030102	-1.913103	-10.398790	-9.861794	10.920111	6.786202	-12.696281	6.697787	-10.398790	4.002044	0.509417	2.630114	5.168997	-3.018351	5.432331	4.773533	-6.128920	-3.797570	5.718598	-9.959159	5.432470	4.882226	5.052846	6.786202	3.576445	6.697781	5.432099
214	5	5.382145	6.484759	6.917148	4.275702	4.274204	7.874962	-4.738681	4.526373	2.391103	-11.247948	-3.668786	-10.622063	1.304727	-0.050342	-2.904021	-4.887632	-7.310016	-4.017571	3.549644	-8.485428	-5.247042	6.625601	-9.967742	7.876409	-5.227783	12.673970	6.917148	-13.311323	4.274204	-10.622063
221	5	-7.653800	-0.385044	-5.569137	1.055725	-9.296847	-6.757478	-2.980248	2.428561	-1.066685	1.054298	-4.392514	-4.472874	-8.545156	2.428597	-1.066684	-3.558462	-4.392513	-12.897035	-14.723637	12.963017	5.392852	-4.858053	6.795056	-13.042496	-13.214966	-0.385044	-5.569137	-3.534744	-9.296847	-13.038540
241	5	6.263001	-10.913430	-4.131122	6.870659	-12.646232	7.258683	7.459259	5.585857	6.064379	1.983141	3.456667	7.243518	-7.496822	-6.814985	-3.689756	-7.165601	-12.646232	-6.584032	-7.094700	9.810188	6.103428	-12.068336	3.457422	-6.488819	5.890340	5.804349	6.070109	-3.781150	3.456786	5.594212
255	5	-4.688333	1.813181	0.983100	-6.225552	-7.913572	-8.211124	-10.541333	-4.697650	-3.923046	-6.225549	-11.712444	-8.211124	3.675387	-11.757737	-3.923164	8.478741	-14.114741	5.161046	-9.744172	11.383082	6.738534	-12.606444	4.191300	-8.415245	4.944170	5.305450	6.738353	1.916895	4.162660	4.760465
270	5	-11.744274	8.246990	6.628558	-6.655847	6.946562	-8.099739	-9.588190	-8.040182	-1.683652	-6.497076	-7.252179	-8.099739	3.753663	-10.429545	-1.683652	6.751251	-7.271518	-0.225845	3.954314	5.827291	6.628558	7.206459	6.946526	5.828478	6.113849	-10.627311	-1.683652	7.363546	-7.271695	5.828812
272	5	-8.441309	-2.146483	-3.041941	-5.643238	-7.482104	-11.214277	-4.241273	10.192714	3.598541	-6.460290	8.327558	-11.223771	4.489415	4.067489	3.598504	4.498379	8.307783	-1.020438	9.074539	3.940485	3.598497	5.358046	8.304006	5.156831	3.442486	-6.299074	-7.809387	6.155044	-8.394213	5.119558
285	5	-13.165200	-2.431625	-2.628634	-10.014942	-12.485322	-10.503242	-7.646230	11.438827	6.394039	-16.193524	4.601812	-10.511199	-6.709175	4.970679	1.406864	-10.028958	-6.250913	-10.503394	3.699854	-5.146796	-2.630405	6.119433	-12.562072	7.882380	2.567317	9.502197	6.394039	-11.892747	4.601812	1.794920
