504	8	-12.798668	6.793738	6.712462	-15.534640	6.348262	-9.380905	4.075961	-13.976462	-5.742243	5.079787	-8.028405	8.383294	-12.760167	-6.645215	-5.738905	-10.252677	-8.028173	-9.380095	-2.193336	-6.645216	-5.738905	1.563238	-8.028173	6.522204	2.382226	0.114193	4.537768	3.563405	5.575438	8.289953	2.779640	-0.053653	4.711293	3.368582	5.716471	8.294032	-2.202822	-6.645216	-5.738905	1.537133	-8.028173	0.751645	2.484483	-0.180498	4.477645	3.530215	5.541571	8.296057
572	8	-12.272569	5.722520	7.125640	-12.116312	6.930044	-7.241162	-12.322758	-6.507100	-2.329518	-7.942465	-4.868552	-7.240498	2.997152	-9.863052	-2.329520	7.580613	-4.949722	8.172930	3.382561	-6.243358	4.079915	5.150424	3.313602	8.247397	0.220717	-6.507245	-2.329518	7.021823	-4.868560	7.040907	0.363518	5.722258	7.125640	2.896835	6.930037	7.126098	3.489006	0.315128	7.124966	3.439893	5.951422	8.265290	-5.814345	-6.507100	-2.329518	1.960471	-4.868552	-0.296400
1316	8	-13.000758	6.326120	6.347844	-14.272652	7.886742	-12.323619	-12.980714	-6.448075	-3.527127	-9.811350	-8.549885	-12.323619	4.455702	-12.860851	-3.543765	6.619047	-8.550342	6.508138	3.804193	1.912789	6.347522	2.140380	7.626094	6.455010	3.231787	2.985491	6.347351	2.137279	7.446383	6.412532	3.556536	2.581392	6.347424	2.138503	7.540417	6.433215	3.315908	2.924257	6.347366	2.137484	7.469826	6.416902	2.910839	2.757995	6.347324	2.137584	7.356942	6.406851
2547	8	-5.504015	7.480311	5.755274	-7.874419	7.033356	-11.577768	6.096620	-11.905848	-6.361617	4.596368	-8.428324	-0.805098	-4.772919	-10.185831	-6.361617	-3.616783	-8.428324	-11.250627	5.800410	-5.369879	0.224284	4.591671	6.474905	-0.805112	-4.713987	-3.602900	0.226554	-3.616774	7.001706	-11.250623	7.623713	5.617956	5.755274	4.012627	7.033356	5.074148	8.046717	-5.573266	0.224255	8.227882	5.990004	5.078960	8.365130	-12.077505	-6.361617	8.228107	-8.428324	5.078960
2711	8	-14.817052	5.779698	8.791708	-14.899625	8.323217	-11.393988	-12.671098	-5.999497	2.208618	-10.944122	2.475747	-11.393355	2.409085	4.476106	8.791708	1.410537	8.323216	5.619909	-14.162376	-10.299457	-0.174525	-10.689644	-1.758436	-11.393086	3.456846	-8.793486	2.208549	5.635945	2.475747	5.629942	-1.401079	-10.310282	-0.174525	3.523616	-1.758436	4.728694	3.145016	-12.597910	-0.174525	5.837136	-1.758436	5.629949	0.130899	-6.088676	2.208596	4.354055	2.475747	5.627650
2898	8	-11.216422	-4.406195	-3.307427	-10.998962	-4.717031	-6.458414	-1.711898	-4.420623	-3.318291	1.486572	-4.717032	1.883833	6.688501	-10.817203	-5.482798	6.376688	-4.717041	6.830785	-12.627254	7.113399	7.043306	-14.637215	5.449193	-6.461543	-6.946479	1.224492	0.354906	-11.003626	-4.540972	-6.458435	5.498868	0.600008	6.320519	3.268772	5.444925	6.830725	0.721646	-5.758691	-4.226342	4.676945	-4.717040	5.047069	-12.481968	4.155236	5.050717	-12.641146	-1.180206	-6.461240
3066	8	4.935798	-12.985102	-1.999501	7.150559	-11.065636	6.780053	-0.232018	-5.111103	1.035750	4.902484	-10.817541	6.324274	-10.396160	5.167302	6.099371	-14.481879	6.442501	0.282802	-9.918748	-4.603788	1.470808	-10.168628	-10.517945	-4.891073	-7.762299	-4.605900	1.469297	-10.139730	-10.519364	0.282854	-12.552566	5.167516	6.099371	-14.487484	6.442501	-4.891074	-0.229501	-10.309381	-1.986304	4.905710	-11.065622	6.326307	-7.757556	-10.026228	-1.979851	-10.135872	-11.065615	0.282855
3317	8	3.237278	-16.114818	-3.631134	4.504979	-11.638184	7.575807	-8.757437	7.275459	5.188445	-8.586882	7.045571	0.673737	-3.308500	0.962925	0.407407	-6.203020	-5.552477	0.673737	-11.652277	-10.356360	-3.631134	-8.639782	-11.477614	-2.645727	-9.589255	-10.356360	-3.631134	-6.202682	-11.477614	0.673737	4.416937	1.511855	5.181987	2.080923	6.807961	7.575116	-10.820459	7.275459	5.188445	-11.023982	7.045571	-2.645727	-5.371671	0.963258	0.407455	-8.640121	-5.552402	-2.645727
3607	8	-11.279819	-11.118847	-4.608663	-8.254060	-8.647797	-8.690833	-8.686580	6.282443	6.628073	-13.287502	6.538424	-8.699397	1.995583	0.303801	4.930972	3.408319	4.079200	7.821689	4.455383	1.834816	5.588877	3.433384	6.149710	7.852258	3.388379	-0.839482	5.472024	3.362338	5.459565	7.952328	3.914232	2.687254	5.259959	3.436219	5.530666	7.808143	4.066653	2.574120	5.324497	3.438597	5.670366	7.814327	4.468496	1.362327	5.669685	3.420183	6.274250	7.876570
4181	8	-8.935475	-7.731967	-6.378527	-9.036426	-9.678251	-8.239401	4.320957	-9.512558	-6.378529	1.727104	-9.678403	-0.783013	-9.193489	6.023803	6.491544	-9.279634	5.270039	-8.239403	5.699505	-9.525413	-6.378529	7.523529	-9.678403	4.213907	3.655527	-9.500505	-6.378529	-3.723360	-9.678403	-3.227516	5.440663	4.228832	6.489913	7.280030	5.267123	4.206052	3.016052	4.270019	6.490050	-4.022120	5.267300	-3.547556	4.038500	4.244572	6.489966	1.300458	5.267192	-0.871664
