151	7	-13.150278	-5.155313	-1.131004	-10.905270	-9.778302	-8.991613	4.916172	-11.552335	-2.871142	5.850501	-10.240289	7.574782	-10.644309	8.875467	7.371157	-16.623430	6.828923	-8.991608	6.344919	3.636765	7.310309	0.127433	6.787858	7.554494	3.758988	-11.498058	-2.869512	5.849192	-10.240034	1.085041	5.169537	3.639687	7.310433	0.126024	6.788006	1.068727	-2.467201	-5.161402	-1.135117	0.081708	-9.779981	4.193271
823	7	3.804068	2.356506	7.861491	5.101964	6.715508	5.152812	-12.188832	-10.168817	-4.437243	-8.747578	-6.049238	-7.401182	7.176067	-15.500110	-4.437243	8.630730	-6.049238	5.454202	-15.176479	5.195508	7.861499	-12.213488	6.715749	-7.409368	-16.845709	-1.396132	7.460046	-11.890831	3.207349	-7.409373	-9.334776	2.530771	1.425397	-8.923048	-2.528875	-7.390012	1.742431	-1.910669	6.884363	5.120382	3.195021	4.506511
878	7	6.050236	-15.069144	-3.252445	8.111415	-5.035446	3.975199	-2.935619	-9.904773	-3.109657	1.800322	-5.035446	-6.256117	-5.245751	5.307333	7.883991	-11.192155	8.868888	-12.553788	-6.119144	-9.904773	-3.109657	-4.629562	-5.035446	-11.117627	3.465874	-5.090936	4.580992	3.014091	6.897724	3.535758	4.216685	1.254738	6.716299	3.936485	6.954253	3.849885	2.555748	-1.775883	5.333436	4.486346	6.393321	3.867830
1333	7	-13.489162	4.489062	5.853720	-12.860033	8.243296	-10.154788	-14.939028	-8.772359	1.294310	-11.273908	-6.879454	-10.169424	-1.523261	4.389609	5.853720	5.535973	8.243295	5.778554	3.502973	-10.384358	1.294310	7.188426	-6.879493	6.942709	-3.159091	-8.805206	1.294310	6.356255	-6.879456	4.677176	4.781961	2.092384	5.842837	5.609931	8.242692	6.974548	2.026275	-3.049685	3.326411	6.808597	3.665897	6.843812
1552	7	4.066544	-14.525835	-4.125594	8.411535	-2.774551	6.810174	-13.081644	-2.627298	5.807546	-12.446206	6.625517	-6.038792	3.123068	-4.084075	4.820391	2.731509	6.496692	6.793675	8.074045	2.038826	7.018411	2.776216	7.891860	6.810508	4.056327	-9.975161	1.178634	8.186613	4.961057	6.810160	-7.309014	3.629725	7.072316	-12.471029	7.894028	-6.038792	-11.328841	-12.957833	-4.087316	-6.816065	-2.755481	-6.038792
1593	7	-11.618890	5.930573	7.914241	-11.279527	6.109076	-8.478483	-13.859020	-9.688824	-4.216222	-6.383591	-10.605922	-8.478385	-7.869021	-9.688824	-4.216222	2.690325	-10.605922	1.562885	2.982517	-11.285284	-4.313112	7.117934	-10.605995	5.594179	3.622293	-1.057770	7.135841	2.383383	4.881415	5.683140	4.609927	-0.268480	7.201974	2.382272	5.036268	5.679885	5.278186	0.888875	7.200214	2.387849	5.034531	5.668609
2200	7	3.716437	-10.480288	-0.422114	3.904882	-5.933111	5.917158	-0.398090	7.463165	7.340933	-9.693025	6.824656	-11.524498	7.866595	5.646619	7.340772	2.989468	6.824656	5.920269	-6.743720	7.574592	7.340935	-14.088567	6.824656	-11.684459	-11.030556	-8.664248	-0.422054	-13.176671	-5.933111	-11.684459	-4.782844	0.911235	1.474612	-13.185744	-0.992703	-11.684459	0.946939	-0.138446	1.179855	-7.573093	-0.994761	-9.312261
2540	7	6.920909	2.689169	6.458760	3.597672	6.201629	7.590090	7.527766	-13.581705	-4.720075	7.790311	-11.667422	7.793233	2.448218	-9.750080	-4.685260	-6.614284	-11.667422	-3.031569	-3.278622	-7.611600	-4.564859	-10.615426	-11.667422	-6.789652	1.811582	7.998165	6.814427	-13.176719	6.204517	-4.929721	3.957303	3.023796	6.526946	-2.428015	6.202891	4.510037	-3.948455	8.685745	6.818415	-14.844027	6.204528	-6.809442
2584	7	3.904506	5.707291	6.815172	4.288650	8.902500	9.168108	3.418887	-11.823261	-5.178930	8.809766	-9.069196	9.109916	0.516962	6.593034	6.816408	-6.793654	8.925346	2.562015	0.255995	-10.958872	-5.178925	-2.576205	-9.057503	2.434067	-3.863760	-10.958841	-5.178925	-8.443014	-9.057502	-6.015334	-3.378221	6.593120	6.816408	-12.971040	8.925348	-5.679991	2.688318	6.198125	6.816035	-1.356469	8.916817	6.253043
2844	7	-12.691984	-10.145110	-3.502594	-8.907950	-10.214472	-8.406303	4.032968	-14.859748	-3.502594	7.955077	-10.219542	6.686657	-12.337700	6.046806	8.291267	-12.427214	6.973427	-8.406305	-1.896868	-10.145116	-3.502594	1.775915	-10.214472	2.993131	3.862366	-0.527541	8.074137	4.604333	6.952805	6.681448	2.518907	-1.329983	7.699059	4.677480	6.877877	6.674252	4.309720	0.826540	8.073084	4.699509	6.966616	6.673117
