18	6	-9.065540	-6.572233	0.369951	-7.791480	-9.697346	-10.429025	7.276360	-9.941726	0.369572	7.553398	-10.071226	6.853175	5.860129	-9.941649	0.369572	5.579272	-10.071224	0.519349	-7.350321	6.265361	5.056795	-10.668576	4.789133	-10.431828	7.513064	2.883737	5.018273	2.865277	4.599600	0.500644	8.988238	2.883736	5.018273	4.793726	4.599600	6.852064
67	6	4.638293	-13.354982	-1.722436	4.464253	-9.001603	-0.636044	-6.567090	-9.214888	-1.720156	-6.845805	-8.868524	-7.328810	4.757530	-13.412275	-1.722441	6.766570	-9.001931	5.988987	6.857007	1.091257	4.994402	1.936367	5.672642	-0.607121	7.095366	1.090017	4.994223	4.219990	5.672371	6.015510	-5.565683	5.514956	5.041775	-9.530347	5.897778	-7.326003
168	6	4.389748	-13.571985	-5.044075	6.444214	-11.495460	6.659458	-9.635099	6.788516	7.421879	-12.951871	6.943103	-5.434343	3.579945	3.799269	7.310410	1.854074	0.815546	6.573666	-9.634772	5.431340	7.310566	-12.876787	0.815708	-5.434343	3.569343	5.192001	7.421875	1.773256	6.943100	6.569016	-8.977435	-11.381602	-5.044075	-8.256192	-11.495460	-5.434300
188	6	-12.101218	-7.210702	-3.203872	-8.757851	-10.083809	-12.245306	3.744135	-10.976949	-3.203872	6.550521	-10.329274	6.408565	-11.654822	7.800422	6.369976	-12.544317	4.772280	-12.215841	4.157660	3.540656	6.365674	2.754909	4.600572	6.283200	-1.079029	-7.242739	-3.203872	5.532574	-10.089149	5.662536	-0.704159	7.746973	6.369968	2.414515	4.771901	5.598873
211	6	-13.017813	2.875872	1.612521	-9.114645	-1.054694	-6.023843	-13.738564	-3.282016	1.498602	-9.109997	-4.011580	-6.023843	-16.568742	6.415283	6.952578	-13.884263	6.598431	-6.023843	4.078744	-8.737116	-2.838447	7.240581	-7.077577	7.155694	2.409556	-1.606413	6.941298	2.647815	6.147981	6.516084	2.415234	4.529011	6.952576	2.631337	6.598431	6.519502
240	6	-8.668716	6.795871	6.762527	-9.110875	7.518912	0.682607	10.280131	-12.554249	-3.625216	7.358245	-6.672170	6.351363	7.002427	4.814409	6.762527	5.887685	7.518911	6.350699	-5.390754	-10.572800	-3.625216	-7.640314	-6.672169	0.682727	-6.553531	-10.572800	-3.625216	-7.642332	-6.672169	-5.405891	-9.831234	6.795871	6.762527	-9.112892	7.518912	-5.406010
291	6	-7.699565	6.939540	8.423861	-13.990662	5.377084	-5.943190	5.701626	-9.718498	-1.207866	5.543447	-10.130100	6.922006	-7.178205	-4.632519	-1.191877	-7.373127	-7.862695	-5.942363	3.775709	2.002440	8.419232	-7.153180	5.234891	3.285203	2.626061	2.924642	8.423180	-8.082107	5.302509	0.504009	1.417419	-5.879408	-1.206663	-6.092498	-8.741013	0.003436
321	6	5.177137	2.168808	6.791267	0.913193	6.864128	7.211003	6.062918	-1.724374	2.728320	7.201798	2.946928	7.474909	-8.649936	6.460764	6.826701	-16.160756	6.864948	-10.670933	6.140101	-8.584863	-2.798853	7.206241	-7.749726	7.474924	-7.814910	-3.260440	-2.786070	-9.844110	-4.470009	-10.670796	-3.663708	2.176624	1.448663	-8.297057	-4.147592	-10.669755
366	6	3.018351	-14.148433	-1.365376	7.246412	-7.102287	8.076367	-10.524566	-13.110924	-1.365376	-9.843831	-7.084089	-9.388463	-9.981286	3.577217	6.003365	-14.529324	6.014369	-9.321976	2.999450	-4.896017	3.717076	6.887036	3.614417	8.075681	-10.143740	-3.734021	3.789004	-10.302463	4.415210	-9.344175	3.309079	2.399140	5.987187	2.552238	5.991038	7.940022
376	6	-13.381529	-2.955761	-5.080464	-8.695689	-9.865302	-11.564875	-10.311438	7.159217	6.565380	-14.663219	0.272793	-11.737362	-10.401841	8.305744	6.772220	-14.663219	5.968420	-11.737362	6.049291	0.991790	6.498820	3.137282	0.260463	3.779239	2.355324	-5.044799	-5.473491	9.099124	-10.076187	3.810568	6.179600	2.506425	6.769599	3.137282	5.968236	3.779242
