737	10	-6.916912	7.467986	5.635748	-15.738211	6.371172	-8.984799	2.009554	-9.040264	-6.808971	4.254665	-9.444604	6.164017	-5.004971	2.759029	-0.950893	-10.622762	-2.895737	-8.943037	3.785482	-5.915362	-6.808490	4.202558	-7.903124	6.907202	2.218533	-8.623618	-6.808966	4.308838	-9.166361	6.745692	1.786653	-8.588324	-6.808972	4.104157	-9.551187	4.848687	1.709413	-8.137547	-6.808972	3.966647	-9.458929	4.129477	1.519299	-7.334929	-6.808970	3.680446	-9.247271	3.362905	2.170072	-8.751362	-6.808968	4.300012	-9.233856	6.645519	2.048215	-9.000815	-6.808971	4.268351	-9.397829	6.304975
1615	10	-11.002795	5.897620	8.106027	-13.951340	7.388079	-7.921667	-13.696513	-8.466967	-3.610751	-10.897200	-10.076080	-7.973067	5.472041	1.506840	7.866734	2.426945	6.654540	7.232576	-2.122984	-8.466972	-3.610751	3.025836	-10.076080	5.040902	3.716484	-12.555494	-3.613373	5.332594	-10.076080	7.233069	3.492758	-1.236652	7.786308	2.381243	6.475662	7.262684	3.556347	-1.225414	7.798504	2.379892	6.501388	7.263844	5.704998	1.252635	7.907433	2.430442	6.775046	7.244051	3.685555	1.714089	8.086232	-3.279744	7.378605	3.375527	5.728486	0.984325	7.938332	2.422549	6.870644	7.254344
1726	10	-12.878117	6.231269	7.416377	-10.256904	5.856820	-12.456559	3.081880	-0.294158	6.035080	3.836173	4.786817	6.178725	4.680810	-10.366267	-2.203606	7.401283	-5.744115	6.726046	2.273041	0.262659	5.898444	3.218847	4.673224	5.021452	3.118178	-0.412919	6.030744	3.961392	4.763282	6.281609	2.028789	-1.458134	5.756740	4.170473	4.307819	6.253551	2.794949	0.029062	5.993787	3.405645	4.781246	5.660206	3.003455	-0.160164	6.028405	3.668668	4.799035	6.014370	2.943517	-0.960752	5.924841	4.283343	4.562354	6.462483	2.342124	0.239915	5.911076	3.220137	4.689789	5.085098
2171	10	-2.656131	4.787964	4.111854	-5.079441	7.919145	-11.920825	1.685985	-8.312690	2.083455	3.784072	3.024806	-4.039249	-7.777266	-9.835867	-3.888774	-4.936011	-4.081525	-11.922381	2.492794	1.601991	3.729964	3.711401	3.808799	-5.697951	-0.169774	-3.076995	2.007007	3.634877	2.117070	-6.627515	0.182264	2.879644	3.202190	3.523268	2.629484	-7.066503	0.263015	-4.744473	2.010843	3.748207	2.296264	-6.074903	2.289510	-8.400754	2.224219	3.784634	3.396986	-3.515865	0.511386	2.913025	3.401893	3.596246	2.911753	-7.056694	6.056435	-15.611728	-3.888774	5.532920	-4.081525	3.263124
2399	10	-8.003855	-10.671085	-4.619697	1.148786	-6.331697	-2.995393	4.438630	-17.152522	-4.619697	7.576046	-6.331697	4.768872	-6.627661	6.670321	7.360997	-6.777858	6.976850	-9.299456	4.556125	-0.489312	7.271423	2.546638	3.180885	4.763327	6.114932	1.504122	6.914810	2.721461	6.800545	4.547557	5.259297	-0.083778	7.262283	2.580235	4.112193	4.759543	6.075123	0.781369	7.136358	2.668473	6.118128	4.716965	6.082524	0.802756	7.131231	2.671281	6.154233	4.714504	5.823298	0.371226	7.212575	2.621372	5.252146	4.747360	1.121372	2.424161	6.042770	1.647585	4.487837	3.314326
3057	10	-6.114321	-9.245584	1.368857	1.576440	-7.984986	-7.252986	3.564244	-14.096362	1.368857	6.806687	-7.984986	4.453711	-10.077188	6.679037	7.156155	-8.677445	9.143310	-13.386358	3.104870	-1.834961	4.510768	2.136333	6.816799	4.451485	3.684233	-3.313459	4.913160	1.844775	7.846135	4.450289	3.721668	-3.195316	4.990032	1.830650	7.911839	4.450268	3.231560	-2.423582	4.531414	2.103767	7.045222	4.451221	2.929606	-0.318943	4.604484	2.116753	6.490008	4.451709	3.931844	-1.879288	5.644938	1.805414	8.280078	4.450276	4.033959	-0.973305	6.111673	1.810607	8.460842	4.450299
3100	10	-5.961368	5.817860	5.880012	-12.115626	5.690953	-6.786060	-8.279863	-3.286479	1.806545	-12.213095	-3.834430	-6.786060	6.081506	-7.363157	3.232769	2.369289	2.516469	8.066514	6.287620	-9.867866	1.800749	2.632296	-3.835503	8.109306	4.404804	-1.050365	3.620755	-3.894406	2.576773	3.391519	3.856949	-1.694251	3.367234	-3.947967	2.527482	3.390321	4.478467	-0.958885	3.696804	-3.889395	2.595786	3.390733	3.352318	-2.287864	3.285456	-4.028526	2.518848	3.372923	4.710162	-0.523408	4.400716	-3.877941	2.866071	3.378673	4.719584	-0.486383	4.478129	-3.877943	2.915787	3.376731
3208	10	4.263175	0.576930	7.049483	4.390616	7.708337	9.757491	-10.540903	6.156311	7.063036	-12.755961	8.110090	-1.328469	4.435263	-12.033816	-3.077639	8.961246	-8.510584	9.830973	2.776260	-1.380622	7.050638	4.417461	7.613573	9.777984	3.460970	-0.727507	7.050830	4.424855	7.695507	9.775338	4.232049	0.662865	7.049372	4.386064	7.696961	9.755632	4.210684	0.703020	7.049328	4.383984	7.691135	9.754781	3.991683	-0.074834	7.050503	4.418326	7.733531	9.769880	-11.149282	-6.031729	-0.925076	-8.260465	-6.625941	-1.327595	2.885748	-1.306779	7.050707	4.419873	7.628672	9.777932
4733	10	-14.388636	7.195242	7.542146	-9.047119	8.175253	-9.631945	4.143165	-13.931820	-4.352524	8.658090	-9.112115	8.014293	2.388153	-3.010784	4.263897	6.942235	5.710131	7.887590	-8.070279	7.195242	7.542146	-2.396840	8.175253	0.975990	4.698496	-2.529004	4.487083	6.937704	5.953016	7.851977	-7.731016	-8.102408	-4.216768	-0.318686	-8.650643	-4.888795	-3.388978	-8.102408	-4.216768	0.095846	-8.650643	1.514781	2.979499	-3.446562	4.330520	6.938959	5.791854	7.918130	2.201396	-2.655560	4.256597	6.942001	5.699461	7.850593	3.302222	-3.376037	4.372777	6.937473	5.841432	7.913041
5441	10	2.242989	-1.991461	-1.636308	6.785896	-8.755562	6.328234	-7.243381	-0.199699	0.934938	-6.648458	-7.767452	2.298717	2.537209	-1.441339	-1.312698	6.674353	-8.745748	6.049845	-13.590701	6.753965	7.411606	-14.086220	9.119353	-3.544852	-9.340021	6.753965	7.411606	-10.687478	9.119353	2.298717	4.706527	3.945155	7.410791	4.538192	9.119297	7.650316	2.389707	-1.171480	-1.281222	6.623817	-8.744446	5.924193	1.683454	-1.626165	-1.897141	6.756412	-8.763279	6.232754	2.542500	-1.573780	-1.349870	6.700630	-8.747074	6.118461	1.503386	-0.866698	-1.540110	6.601707	-8.755794	5.937481
