2	4	-14.173029	7.936873	9.421674	-8.964248	7.652393	-12.557163	-11.420335	-7.997905	-1.470468	-7.118520	-9.707586	-12.557163	3.730861	1.839654	9.377422	4.536715	7.409401	3.637189	6.670026	-14.064214	-1.472494	6.555120	-9.714600	3.637398
3	4	-12.403279	-10.866996	-1.692257	-2.719432	-12.435325	-10.462264	4.814981	-16.435018	-1.692257	7.591828	-12.435349	7.958841	-0.424178	-10.867009	-1.692257	6.776747	-12.435325	3.545938	-13.447290	4.507694	7.721396	-7.753042	6.256397	-10.462702
7	4	-2.887117	-12.328165	-1.441199	-10.600277	-9.080918	-5.705841	-6.728363	6.378090	8.863697	-16.547784	6.813558	-5.705841	3.976187	2.166751	8.863230	0.954918	6.388070	8.078057	7.989663	-16.693975	-1.441199	6.899867	-9.088979	8.194121
10	4	-4.758313	7.544922	7.068943	-11.147420	7.278026	-4.682033	8.515031	2.655875	7.068469	2.334529	7.278008	6.335540	5.079831	-10.496849	-4.323269	5.514110	-10.388752	6.377380	-8.197450	-7.954542	-4.264258	-7.577386	-10.368586	-4.682524
11	4	5.362181	4.698887	6.833344	4.565590	5.030623	8.231342	-8.259689	-3.296689	2.246535	-8.095546	-5.251008	-9.144203	5.131654	-8.826130	0.955987	7.418025	-5.651711	8.235365	-7.980210	8.456107	6.833344	-10.586157	5.030623	-9.703046
14	4	-9.481869	-8.841300	-3.212835	-13.413804	-11.849484	-7.685107	-9.476654	8.208048	7.576126	-18.781048	5.594340	-7.718607	-3.200057	1.859781	2.166135	-13.665226	-4.760455	-7.690530	3.784253	-14.601269	-3.212835	5.641519	-11.849484	5.608892
16	4	-9.356400	-10.474588	-7.240627	-10.475423	-7.852738	-7.171024	-5.217011	5.816814	2.777160	-10.488274	8.138801	-7.164117	5.856285	-13.976729	-7.278420	8.162693	-7.855196	9.294188	-0.323617	-10.688643	-7.246276	1.523650	-7.853110	5.736142
17	4	4.263486	6.214463	6.720799	5.794516	6.642563	4.437780	-8.138107	-3.268092	-4.006009	-10.899329	-6.935657	-12.555493	-12.606680	6.819559	6.720799	-11.270478	6.642563	-12.555593	7.348401	-4.385017	-4.083806	6.244695	-6.935707	4.513646
24	4	7.830207	-13.245575	-5.738734	7.637589	-10.576390	4.455090	-14.146820	7.032724	6.678067	-9.422483	6.054427	-11.395115	-9.969210	-9.195301	-5.737582	-6.900079	-10.576264	-11.389307	3.603735	4.303057	6.678067	5.073738	6.054427	4.450589
25	4	-12.678833	6.491462	8.939230	-9.656452	6.119491	-7.818682	-12.751255	-4.841147	-0.372792	-3.650585	-7.916829	-7.810338	2.351145	-8.048213	-0.372806	6.120454	-8.410762	5.043907	2.095948	-1.225241	4.597637	3.782358	5.260003	4.439152
