5	5	-5.342337	-6.359637	-2.811924	-9.924821	-6.907208	2.125371	-8.931163	-6.359637	-2.811924	-12.423168	-6.907208	-2.089215	-4.350736	7.445328	6.135127	-12.048011	5.652222	2.125430	-7.939584	7.445328	6.135127	-14.484215	5.652222	-2.089215	3.074647	-12.171821	-2.885889	-0.211157	-6.926588	9.015722
49	5	-8.061492	8.663947	8.442531	-20.254140	7.220001	-6.409236	2.011327	-8.713707	-3.554575	-9.275211	-3.145676	-1.410463	7.740437	-5.412653	2.490868	2.505797	2.332911	6.923731	7.616065	-13.545783	-3.554576	2.505739	-3.145676	6.923731	-5.109631	-7.668488	-3.554559	-14.012229	-3.145676	-6.409074
100	5	-12.745303	-4.333272	-2.304387	-12.842424	1.135672	-7.053968	-12.666515	5.504481	7.185355	-18.517741	7.439699	-7.053968	-12.752750	-8.431921	-4.044768	-12.842424	-4.377942	-7.053968	4.673914	-15.056770	-4.044768	2.868447	-4.377942	4.086904	4.673914	-11.844737	-2.304396	2.868447	1.135672	4.086904
298	5	4.518398	-11.617991	-7.428222	3.357581	-11.529455	7.837575	10.023243	3.697031	4.705466	2.470006	6.381731	7.839665	-13.234432	-8.367630	-7.428222	-12.471113	-11.391497	-7.169965	-7.739471	7.212154	4.705512	-13.359011	6.544108	-7.169098	-6.635967	3.425996	1.247110	-12.471198	0.794837	-7.165964
319	5	-4.761248	-11.756595	-5.974677	-16.760196	-10.675546	-2.685246	1.639873	-11.808866	-5.974677	-8.308174	-10.675546	2.961089	-2.557104	6.019477	6.055510	-20.136835	5.087529	2.062363	8.278744	-18.278817	-5.974677	2.186101	-10.675546	4.579324	-11.198112	6.019477	6.055510	-21.771722	5.087529	-2.698174
326	5	-8.909793	-11.022453	-2.785406	-13.954499	-12.078874	-8.118423	6.727695	-15.522073	-2.785406	0.797184	-12.078874	8.043116	-5.046072	2.334011	2.505601	-13.961732	-3.410662	-8.118423	-9.868893	7.073739	6.892203	-19.622037	4.384767	-8.118423	0.472406	1.850783	2.505413	-9.849604	-3.411166	-8.114761
343	5	-11.445743	8.404326	7.029905	-17.359104	6.912264	-9.414215	-5.240470	2.452941	1.277000	-15.167568	-2.426606	-9.414169	9.053310	-9.681620	-4.488634	2.591305	-8.062432	5.729205	-6.883079	-3.604056	-0.234820	-15.073130	-8.062204	-9.414213	3.851212	2.288858	6.983391	0.204863	6.911978	5.704309
467	5	-9.199981	6.405505	8.603255	-12.156731	6.505888	5.661256	-10.125511	6.405505	8.603255	-15.294518	6.505888	-0.022974	-7.234736	2.964743	3.741373	-10.741014	-3.067842	5.666601	-9.365497	-2.231648	0.134651	-7.950295	-7.562679	5.715860	-11.020397	-2.231648	0.134651	-11.087819	-7.562679	-0.013712
480	5	-10.039638	-10.842303	-6.290272	-10.800453	-6.461685	-8.810550	-9.816947	6.672129	5.357933	-13.860895	6.521497	-8.810549	5.785632	-15.891154	-6.290291	1.599737	-6.461685	7.488319	-7.125835	0.938083	-1.059410	-10.802361	-1.567245	-8.810062	5.629965	1.625526	5.211104	-2.891602	6.519030	3.353196
520	5	-15.086432	6.610604	7.388273	-23.250768	7.667439	-9.028977	-14.375527	-4.909552	0.762129	-16.936417	5.003247	-9.028977	-14.378927	-10.888510	-4.725285	-16.936407	-7.177284	-9.028977	3.541203	-16.499599	-4.725285	1.937777	-7.177284	6.497035	3.541198	-10.584572	0.762126	1.937767	5.003247	6.497034
521	5	-7.130920	4.500115	3.387490	-12.005709	7.485691	-11.525312	-7.113918	2.952190	-2.601666	-11.998114	-0.717549	-11.525312	-10.065809	-5.162964	-8.573158	-12.004834	-2.884630	-11.525312	9.600410	1.994669	3.329657	2.608430	7.297554	6.132639	4.274206	-7.610566	-8.675763	2.612750	-3.042733	6.132633
635	5	-9.276496	-5.031377	-1.830742	-15.078425	-10.475041	-9.831978	-12.090789	6.673025	8.641459	-21.206286	6.955912	-9.833362	3.742078	-9.919812	-2.036306	-3.293886	-11.328511	2.347806	-7.848071	1.591434	3.743167	-15.424706	-2.078082	-9.832277	7.067269	-10.568929	-2.036456	1.600625	-11.343609	5.765469
815	5	-5.510634	3.368452	-3.457281	-8.837922	-1.646757	-13.292797	-6.484861	6.547279	2.056451	-8.865698	5.174527	-13.367339	3.217166	-3.576686	-9.413986	0.872135	-6.661014	3.430585	3.182163	-3.485651	-9.408360	-0.919680	-6.659746	2.297999	7.567546	2.124710	2.023943	1.022845	5.090960	3.512013
