499	9	3.387127	5.398533	7.562399	1.257802	8.620227	10.717747	9.633484	-3.827563	3.821914	5.920983	3.792353	11.030969	2.351759	6.138025	7.576439	-3.338797	8.621266	5.199576	-2.082172	8.220436	7.592628	-8.807559	8.621815	4.124702	-8.358561	8.497580	7.593508	-15.395164	8.621825	-5.978685	3.708065	-11.194515	-3.196644	7.361102	-4.623006	11.001312	-8.523970	-7.799779	-2.788796	-9.295856	-4.622702	-6.060926	-2.024224	-8.103555	-2.865095	-2.679811	-4.622807	4.157579	5.461263	-5.111375	2.852760	7.318565	1.941398	11.022457
1048	9	-9.089399	4.329696	5.968423	-12.594122	6.524003	-8.773918	-10.064689	-12.345840	-2.605665	-9.463656	-9.526702	-8.773925	-2.810728	-12.345840	-2.605665	2.495292	-9.526702	3.994471	3.178917	-18.262249	-2.605665	7.747726	-9.526702	9.021072	3.981790	1.156735	5.314604	5.264745	6.399712	8.962989	2.789041	-1.285606	5.208715	5.155697	6.429401	9.089378	2.129865	-1.646292	5.077802	5.174606	6.387826	8.895849	1.059517	-0.954680	4.872482	5.231926	6.310424	8.278784	4.091757	0.497629	5.412036	5.226153	6.432599	9.131712
1242	9	-11.360946	-6.570072	-5.337540	-9.299224	-9.695951	1.734870	-10.474596	6.517922	6.883501	-14.355267	6.923116	1.734864	-3.930605	-6.570072	-5.337540	1.288695	-9.695951	3.947138	-2.520285	1.815525	0.388174	-3.797405	-2.690566	5.641828	-5.070719	1.815531	0.388174	-9.301318	-2.690566	1.738348	-14.083223	-6.570072	-5.337540	-9.973790	-9.695951	-4.892622	2.384219	0.837871	6.744795	2.448075	6.894603	10.490880	-13.196823	6.517922	6.883501	-15.029821	6.923116	-4.892624	-7.804374	1.815531	0.388174	-9.982348	-2.690566	-4.892622
2797	9	-3.636205	-8.102733	-1.310026	0.057865	-8.115170	6.585865	-6.197617	6.517254	7.424208	-14.046596	7.329511	1.485804	-7.082084	-7.824498	-1.298617	-7.719935	-8.041637	1.841074	-8.353564	-7.824498	-1.298617	-12.177615	-8.041637	-4.867974	-6.992316	6.517261	7.424208	-17.675744	7.329511	-4.883911	-2.751004	-2.247968	4.532380	-8.785282	4.844449	1.692532	-2.845471	-3.052556	4.534237	-8.786135	4.766067	1.694593	-2.616262	-3.877705	4.471920	-0.547074	3.913323	6.237831	-2.531765	-2.861876	4.535927	-8.786253	4.958233	1.694827
3204	9	-5.613307	0.895370	5.509506	-9.605640	-0.738830	2.817447	-5.650526	6.711993	9.671037	-11.526975	5.499858	2.762579	1.172410	-5.516223	1.172435	5.615345	-12.832689	10.351867	1.878353	-5.883963	1.178253	5.880704	-12.832029	10.341874	-0.127558	-3.828237	1.177079	3.662044	-12.834916	9.977464	0.655693	-5.097761	1.169592	5.321733	-12.833243	10.322844	0.031194	-4.552924	1.167925	4.816966	-12.834006	10.239461	1.757393	-5.852257	1.177083	5.847070	-12.832129	10.347852	1.796331	-5.864330	1.177452	5.858485	-12.832096	10.346130
3710	9	-7.696384	5.362549	8.367185	-6.796963	0.877627	3.237014	-13.331604	5.363567	8.367185	-11.294335	0.877628	-3.203771	3.809936	3.809553	8.367103	4.546789	0.868981	12.388913	-3.007923	-4.169712	-1.257371	-5.822557	-8.296134	3.237042	7.818826	-8.046692	-1.257372	5.522508	-8.381360	12.390755	-13.329990	5.631067	8.367393	-11.294335	6.612155	-3.203771	-7.694769	5.630048	8.367393	-6.796963	6.612154	3.237014	3.815806	4.079303	8.367363	4.546807	6.607549	12.388943	-9.063514	-4.143608	-1.257371	-10.319966	-8.293082	-3.203771
4294	9	-12.489260	7.821231	8.189492	-14.504226	6.638070	0.351910	-15.787067	-7.679086	-4.372657	-8.577300	-7.885801	0.352215	-11.858789	0.211058	1.799102	-8.577372	-4.752925	0.352225	-12.538337	7.821231	8.189492	-15.085775	6.638070	-5.110418	-11.907908	0.211058	1.799102	-9.159230	-4.752925	-5.110280	2.175518	-0.341044	1.787069	4.864007	-5.485309	11.762564	-15.836185	-7.679086	-4.372657	-9.159148	-7.885801	-5.110288	-6.067200	-7.679086	-4.372657	1.193486	-7.885801	5.756623	-1.979708	0.211053	1.799102	1.375937	-4.752931	8.379615
4513	9	-6.156037	6.273767	7.506200	-4.906338	9.130201	2.538549	-2.630053	-6.639049	-3.466149	2.781770	-7.899035	5.762199	2.827408	-4.590066	1.686621	5.558574	0.610125	10.580947	-6.337202	-6.639048	-3.466149	-2.421916	-7.899035	2.616655	-11.550708	-6.639048	-3.466149	-5.443090	-7.899035	-2.050379	-2.787940	-2.704984	1.686952	2.581813	0.633932	5.729629	-7.356638	-2.704983	1.686952	-2.640370	0.633932	2.581857	-9.184369	6.273767	7.506200	-7.879905	9.130201	-2.050397	3.002751	-8.990522	-3.466149	5.801375	-7.899036	10.582664
4683	9	9.891466	0.878651	0.709003	-1.450701	-1.948982	5.222867	6.602807	-5.655088	-5.426329	-1.450583	-1.973817	5.222869	4.992766	5.354828	5.754236	-5.644047	5.757686	5.218540	-0.698112	2.874013	0.837608	-9.002218	-1.904515	-5.481556	-3.111572	-3.452738	-5.289877	-9.013938	-1.973817	-6.149341	0.879304	6.648572	5.754248	-10.529017	5.757688	4.951690	11.019935	0.873182	0.707590	2.971784	-1.949342	9.963515	-5.027456	7.442188	5.754248	-13.054107	5.757688	-6.149379	7.713935	-5.704552	-5.426475	2.971856	-1.973817	9.963515
4688	9	4.743984	-14.858852	-3.765045	6.579053	-9.761842	12.629372	-12.222284	-10.252379	-3.642597	-9.259830	-9.761842	-4.793585	-11.851010	5.330951	7.037514	-14.625743	5.679789	-4.793585	2.491891	-1.612094	5.885545	2.257466	3.068901	12.529020	4.500023	0.155222	6.444680	2.149883	5.057911	12.492579	2.891740	-1.777600	6.053868	2.187403	3.435138	12.548245	2.792606	-1.800180	6.011605	2.209621	3.341078	12.547028	3.847699	1.690781	6.108665	2.297549	4.727170	12.395784	3.891707	1.655960	6.124802	2.303070	4.764127	12.398678
