2390	9	1.093806	-2.389436	-1.855489	5.690072	-6.422748	7.214021	-11.615336	11.661086	7.028935	-7.889399	7.917255	-8.648836	-0.031912	-1.901313	-1.852092	3.127035	-6.422460	6.889846	1.370479	-1.543568	-1.799602	4.448027	-6.388208	6.150421	1.141042	-1.480109	-1.792165	3.797827	-6.386165	6.083987	0.111663	-1.980580	-1.853308	3.437548	-6.422974	6.957064	0.162782	-2.006407	-1.853617	3.552243	-6.423092	6.977809	2.533166	-2.287648	-1.844537	6.476153	-6.408706	6.887200	2.439114	-2.438329	-1.849063	6.523097	-6.412454	7.016601
2900	9	4.535436	-11.863992	-6.388612	6.610850	-11.951682	6.890194	-8.830449	7.277778	6.076080	-12.278946	-0.475027	-10.814197	-5.991544	5.789724	0.306636	-6.386734	-6.503705	-10.814197	-8.832091	11.939620	6.651561	-12.466786	5.769901	-10.814197	7.035071	6.398607	6.651561	0.356935	5.769901	6.741088	-11.935632	-6.333243	-6.388612	-6.256363	-11.951682	-10.814197	-6.503688	0.118654	-4.760778	-6.256082	-7.787369	-10.814197	7.181185	1.718940	5.983417	0.616484	-0.489232	6.828664	0.179007	-0.653668	-6.270581	2.278309	-10.440929	-4.329743
3407	9	-8.386079	6.585842	2.024581	-11.150417	-1.915011	-9.419487	-11.902715	10.185029	7.091117	-17.493756	6.208456	-9.419499	1.862300	-1.438708	-3.184820	5.742853	-4.367427	5.203806	3.325443	-0.387889	-1.458195	6.250568	-2.042267	5.845705	7.665330	2.121896	1.515202	5.919466	-2.081421	5.942392	7.587623	0.260492	1.264666	6.305629	-1.973198	6.266068	7.881534	0.620410	1.472113	6.267830	-1.983815	6.245637	5.471266	-1.437472	-0.261243	6.380099	-2.213915	6.281664	7.854900	0.575691	1.450833	6.273047	-1.982219	6.248610
3701	9	-3.015904	1.862787	-0.139030	-8.854307	-5.070085	-9.465921	3.105069	0.021398	-0.627027	-4.389473	-6.888824	-4.079312	4.376240	-3.774788	-1.858588	0.137091	-10.460660	-3.346223	4.725586	-3.761701	-1.836214	0.137091	-10.443601	-3.344097	4.528147	-3.626875	-1.841717	0.137091	-10.445815	-3.346933	-6.895209	12.174590	5.887690	-14.917833	4.433384	-9.465938	4.792518	-3.576576	-1.822113	0.137091	-10.429073	-3.345645	4.846814	-3.648238	-1.822053	0.137091	-10.430384	-3.344580	4.617554	-3.809071	-1.845776	0.137091	-10.451591	-3.344197
4178	9	-7.574787	2.985231	1.140771	-7.989149	-7.804067	-14.089875	2.976644	-7.814710	-5.488072	6.488638	-13.452200	4.820072	3.329962	-7.872315	-5.430454	6.450860	-13.126912	4.819257	-11.511870	11.157379	6.231204	-10.843173	3.251145	-14.089876	0.995507	-4.056895	-5.512262	5.521033	-13.548294	4.811647	3.147718	-7.899531	-5.467382	6.474763	-13.333304	4.819773	1.583236	-5.315319	-5.514368	6.012963	-13.594570	4.818657	1.701877	-5.578305	-5.514345	6.101984	-13.594574	4.819172	1.300938	-4.697074	-5.514022	5.782270	-13.590310	4.816553
4427	9	-7.433328	12.157552	6.418016	-15.929527	7.784556	-14.068090	2.801817	-0.740961	-2.733200	0.585641	-5.386838	-2.930785	4.442541	-8.701087	-3.394386	6.179247	-9.330106	3.658970	5.061420	1.248719	0.325955	-4.486482	-2.239228	-6.249271	4.696321	2.234512	0.376899	-4.493000	-2.512122	-6.271661	3.102106	-3.170955	-3.183843	-4.517831	-5.074025	-6.315845	3.429046	-2.878537	-2.970192	-4.505102	-4.635607	-6.274193	4.263559	-1.197080	-1.654900	-4.490085	-3.577095	-6.251058	5.027719	0.643952	0.015801	-4.486270	-2.684432	-6.248705
5060	9	7.305146	6.645569	6.601912	0.644712	0.308994	6.449262	7.304043	9.472020	6.610295	0.642672	4.719502	6.449256	10.917881	2.055981	2.899670	5.878880	-5.450618	6.451853	-4.816470	7.258077	6.601912	-13.339773	0.308994	-7.381176	-4.816513	10.084526	6.610295	-13.341761	4.719502	-7.381176	-1.900781	2.568589	2.923148	-6.812654	-5.421260	-7.348968	0.185040	-4.017383	-3.079402	5.413051	-9.935859	3.274927	4.859274	-4.331581	-3.079519	5.881663	-9.936492	6.386002	5.517580	6.655275	6.601912	-6.615176	0.308994	0.282701
5476	9	1.965424	-8.681627	1.139124	7.413098	-10.430552	7.835459	-12.671617	11.127939	7.617464	-13.058651	5.347244	-9.891962	-12.657232	5.700103	5.825496	-13.000352	-0.334870	-9.891962	1.667635	-9.268891	0.905282	7.456602	-10.432715	7.432617	1.444843	-8.188061	0.824478	7.432532	-10.432847	7.102616	1.360472	-7.707893	0.813012	7.414302	-10.432858	7.009473	2.133984	-7.475758	1.248967	7.370169	-10.426848	7.907669	1.688909	-9.339838	0.918367	7.456483	-10.432680	7.468710	1.743719	-9.463863	0.956620	7.453776	-10.432541	7.561027
5671	9	3.725731	7.977414	9.176519	-7.253250	3.653209	4.260463	-6.616910	5.178816	4.926421	-8.161725	-2.235413	-3.584421	3.555515	1.414633	4.368102	-3.397894	-2.483709	4.419003	-2.232648	5.174680	4.926263	-6.622769	-2.235451	0.627103	-1.789182	-3.424096	1.452290	3.390257	-9.562378	4.827020	3.250111	-6.046986	0.299378	4.963899	-10.437598	8.268151	-12.367829	-3.416369	1.457118	-4.486175	-9.558872	-3.547376	-2.258940	11.313582	9.183915	-9.425112	3.653328	0.622881	-6.636465	11.317469	9.183917	-10.955187	3.653328	-3.584648
6388	9	-2.268961	11.627067	7.928210	1.811299	6.027851	7.533770	3.422859	9.293316	7.925679	3.184325	6.027851	8.101458	4.426766	-11.497603	-2.254863	6.279199	-9.973566	8.117469	-6.636089	5.397590	7.880863	-0.553266	-0.168504	-7.543934	-2.267615	5.397541	7.880861	1.844343	-0.168504	7.549811	-1.199881	-7.283158	-2.072295	4.807347	-9.973197	8.034771	3.423846	3.051047	7.706715	3.338144	-0.168504	8.105801	-5.338669	-7.282712	-2.072239	2.503902	-9.973197	-2.122908	-6.644343	11.627115	7.928210	-0.598294	6.027851	-7.636530
