19	7	-12.127802	-9.148138	-2.824412	-11.619053	-6.912863	-7.242181	-11.253993	6.350633	6.837580	-15.946925	6.574384	-7.242181	3.447163	2.760099	6.837141	1.699508	6.574318	0.542339	5.505069	-12.736530	-2.844821	6.265610	-6.912863	6.389666	0.107751	6.067598	6.837579	0.887404	6.574384	3.839022	-0.763651	-9.163632	-2.824845	4.101936	-6.912863	3.942956	6.358660	2.759476	6.837140	1.938846	6.574317	6.387483
95	7	-4.747864	6.074097	8.484486	-7.620876	5.428431	-12.860859	-1.914050	-3.881499	0.669818	-2.716791	-3.849765	-11.282841	3.424224	0.005927	8.117548	1.300399	5.428431	-0.104030	-0.603513	-8.515200	-0.971157	1.669000	-10.052350	-6.483520	4.601649	-11.515075	-0.971157	9.474799	-10.052354	4.921794	4.130228	-0.021560	8.079207	4.592978	5.428431	4.919501	4.555886	-11.514594	-0.971157	6.222261	-10.052354	0.100836
779	7	-8.692151	-1.252232	-0.797249	-8.087969	0.419033	-7.326429	3.629582	-10.163368	-1.344703	3.396952	-0.292818	-0.609555	-7.239667	4.956496	3.661766	-9.056656	6.400890	-7.176805	4.518407	-10.163392	-1.344703	5.619679	-0.292818	5.241143	7.743874	2.248097	3.635296	4.676604	6.153522	5.400300	6.947360	2.248097	3.635296	2.689832	6.153522	-0.266699	-0.471143	-1.555732	-0.880280	5.140415	0.329122	3.083250
1336	7	-5.196510	7.538282	5.505544	-15.105705	1.424879	-7.498146	-7.248687	9.197173	8.281216	-15.378619	5.981374	-7.622296	-7.074236	-5.248962	-1.669539	-11.135590	-7.833301	-7.622021	5.693676	5.970142	8.281216	3.097878	5.981374	3.143426	7.545513	3.222733	5.505542	3.370825	1.424879	3.143532	5.693628	-8.475706	-1.669539	7.340960	-7.873533	3.143600	0.281258	7.221854	5.505544	-14.801540	1.424879	-2.863802
1646	7	-6.458861	4.325870	-0.475446	-8.598216	-1.655652	-12.311621	3.645858	2.108206	-0.476155	2.553182	-1.664989	-1.969518	-11.537386	7.360800	5.872144	-10.183868	8.338376	-12.311715	4.967342	3.378949	5.872123	6.593580	8.338113	3.285559	-10.688719	-6.053639	-6.782650	-8.560161	-9.491692	-12.311607	5.819258	-10.745843	-6.782684	8.217316	-9.491695	3.285615	2.881292	3.091244	-0.475491	-2.978371	-1.656246	-1.981532
1724	7	8.602641	6.516014	6.122194	4.018123	8.250960	-1.279676	2.314850	6.516294	6.122194	-7.984455	8.250960	-6.999829	-4.998033	-9.336861	-5.778520	-10.661030	-5.510130	-12.685398	-2.368057	6.572804	6.122199	-12.956195	8.250960	-12.683809	6.509950	-9.396478	-5.778545	7.192374	-5.510130	4.636056	9.094395	6.516014	6.122194	4.860153	8.250960	4.636056	6.076176	-9.396478	-5.778545	6.401760	-5.510130	-1.279672
1888	7	-7.319093	-8.990825	-5.409152	-4.316026	-7.336967	-11.274332	-9.859979	8.025139	5.810418	-8.484853	0.652088	-11.274916	-4.799881	-9.002790	-5.409152	0.438863	-7.336967	-5.121782	5.969928	5.397205	5.810349	3.981137	0.650663	6.456171	-9.875305	8.197198	5.833950	-8.533240	6.221572	-11.274916	6.009315	-11.625764	-5.409152	8.149763	-7.337023	6.456171	5.968811	5.570015	5.833950	3.932605	6.220504	6.456171
2096	7	5.561045	-11.561924	-4.965260	8.266587	-9.454711	5.756761	5.679200	4.427734	6.486134	2.900639	7.079996	5.516945	-6.688675	7.387574	6.486136	-12.077127	7.079996	-12.760097	4.588585	-11.041332	-4.965260	6.070801	-9.454711	-0.595911	5.980760	-4.024351	0.991567	5.928853	6.601887	-0.598730	-6.747406	-8.658261	-4.965260	-6.713454	-9.454670	-12.124955	6.668581	-4.287176	0.991118	8.118878	6.133548	5.756076
2290	7	3.936351	-13.264864	-3.809657	5.986668	-6.069943	7.511675	7.853251	1.355330	6.661608	2.101254	8.496952	7.511862	-6.973806	7.402667	6.718583	-11.066396	8.561417	0.858926	1.435292	6.389945	6.718542	-4.095302	8.561371	4.263785	-9.863262	-8.544119	-3.806222	-7.180645	-6.066737	0.858917	-7.736025	7.402675	6.718583	-16.966513	8.561417	-3.519884	-10.621789	-8.544119	-3.806222	-13.080747	-6.066737	-3.519885
2357	7	-14.820135	7.556978	5.252963	-12.603180	8.811934	-8.557463	-3.449005	-7.074400	-0.046543	5.859234	1.409624	6.908067	-9.274569	-7.074400	-0.046543	0.993041	1.409624	-3.438749	-3.444870	-11.286217	-6.176660	5.861388	-6.385715	6.913199	-14.854552	-11.286217	-6.176660	-6.047670	-6.385715	-7.404244	-9.270097	-11.286217	-6.176660	0.995674	-6.385715	-3.438157	-14.858677	-7.074400	-0.046543	-6.049687	1.409624	-7.405332
