2	4	6.651659	-16.748271	-8.841933	6.980064	-12.797280	7.038353	-8.283895	-11.276242	-8.841933	-11.945758	-12.797280	-6.403790	-1.627437	-11.276243	-8.841933	-5.760557	-12.797280	3.405208	-8.805285	5.390311	3.963790	-12.672861	5.685510	-6.476454
4	4	-7.356111	-10.522632	-7.514872	-11.407864	-6.229915	-10.113953	-2.914532	7.098590	4.345258	-15.549929	5.968222	-10.133540	3.108792	-13.794152	-7.546383	-2.078200	-6.229987	3.912423	5.639098	-15.452203	-7.548900	3.658794	-6.229988	6.865490
8	4	-8.201484	-11.473533	-3.419256	-5.877185	-11.028255	-10.997993	5.960416	-14.376272	-3.419256	6.349083	-11.028255	8.319251	3.805611	5.148377	7.827226	-0.443105	5.655838	7.759962	-11.692571	7.108422	7.827253	-12.274487	5.655838	-11.231524
9	4	-11.570793	-7.878863	-2.699074	-5.776199	-2.946174	-5.990558	4.344515	-11.706115	-2.723243	4.699135	-2.946174	0.572864	4.614581	-12.101465	-2.723687	6.644298	-2.946174	6.777926	-10.470129	6.868457	4.845129	-9.141150	7.310053	-5.990558
21	4	-12.949193	-7.851331	-3.107924	-10.169622	-10.626460	-10.841012	-8.685248	8.526967	5.771534	-11.761388	6.662762	-10.841141	3.869274	-10.571808	-3.112270	5.819412	-10.627755	5.538913	8.191855	5.443324	5.771149	4.324153	6.661336	5.540015
22	4	-2.362502	9.307252	7.544895	-14.677915	5.666997	-7.258871	4.704053	-12.221855	-1.187540	7.532100	-5.698955	5.800958	-7.787330	-7.253705	-1.187540	-10.444468	-5.698955	-11.027410	7.193308	4.202741	7.544892	3.305438	5.666982	5.797212
24	4	3.969159	-17.456665	-10.183759	7.870064	-12.772805	6.186400	-11.342113	-10.975382	-10.183759	-7.709263	-12.772805	-7.000017	0.590509	4.943358	2.687747	-7.043421	5.468959	-5.380909	-4.997119	4.990325	2.687750	-7.736226	5.468959	-6.893921
30	4	-14.980174	3.983141	7.989054	-12.487182	6.508839	-2.433070	-3.592738	-7.319054	-1.704429	3.878381	-5.009836	5.044608	-14.443312	-7.297862	-1.704429	-6.018570	-5.009836	-2.297895	2.193009	-12.206633	-1.704429	7.011914	-5.009836	6.250454
32	4	4.623357	-13.355267	-4.170846	7.239576	-10.357025	9.218030	-11.705253	-7.830140	-4.170846	-7.088591	-10.356905	-3.015159	-9.396639	7.378333	5.812439	-11.622305	5.526025	-3.015134	3.644853	3.581001	5.812437	-2.866176	5.525995	5.026847
34	4	-13.338346	-8.988208	-6.043246	-8.040481	-9.358839	-8.572489	-8.392935	6.990547	7.149079	-15.226341	7.248044	-8.572752	8.274085	3.937306	7.149073	1.081371	7.247967	8.347642	4.137484	-11.985557	-6.043246	7.043268	-9.358842	8.311018
37	4	-6.203564	-8.306167	-0.749460	-10.647075	-8.138664	-12.897748	-7.177515	7.783981	6.777506	-15.107795	4.993973	-12.929098	1.620144	-8.325302	-0.749470	4.050243	-8.138664	6.130016	-11.703941	-3.178321	6.580820	-15.352650	1.137516	-12.933924
39	4	7.935963	-12.073213	-5.835941	6.663593	-12.834676	7.033649	-9.980729	-6.950113	-5.835941	-11.110340	-12.834676	-8.921204	7.992715	2.940676	5.471312	1.706112	5.942041	7.022851	-9.913981	8.081085	5.471314	-16.027426	5.942198	-8.921204
41	4	-12.042966	-9.763000	-6.625190	-8.809066	-6.524161	-11.700012	4.910289	-15.980989	-6.625190	5.274078	-6.530618	6.640198	7.554479	1.011730	4.708314	2.415724	5.102255	6.638889	-9.331129	7.242389	4.900895	-11.836886	5.945591	-11.708382
