109	10	4.726473	-13.694519	-3.151570	7.574778	-11.517830	6.881126	1.570648	-1.804381	7.637463	4.017980	-1.327931	5.511350	-10.058814	5.792454	8.280043	-13.545811	-0.973457	-8.376634	2.232302	-1.778863	7.792109	4.038585	-1.057235	6.098197	-10.058830	6.741105	8.595798	-13.758983	4.559559	-8.376634	1.423714	0.165543	7.558784	3.952525	-1.208143	4.987954	-8.644102	-7.663785	-3.148401	-9.912758	-11.517829	-8.376634	2.274601	-1.731210	7.802260	4.037796	-1.044222	6.124350	2.758216	1.189785	8.484898	3.726546	4.559545	6.389969	1.501174	1.980466	7.569404	3.937433	-1.168159	4.856856
486	10	3.450722	-18.193863	-4.342115	7.756566	-13.079397	6.861525	-10.667100	6.877224	7.592134	-5.313433	5.505857	-11.211537	-6.993240	-11.732366	-4.342097	2.763111	-13.073513	-2.510654	3.336592	0.361956	7.254420	1.034122	5.502901	6.473277	2.923139	0.077872	7.289599	1.041742	5.503282	6.692501	2.734960	-0.027719	7.278216	1.043340	5.503124	6.705701	2.994925	0.539899	7.167705	1.028994	5.501691	6.214709	3.147377	0.198592	7.290227	1.038975	5.503323	6.636879	3.207818	0.234363	7.286407	1.037980	5.503286	6.609763	3.073940	0.158268	7.292097	1.040010	5.503333	6.661343
492	10	1.254086	-3.097885	-4.505887	5.380361	-11.853003	7.762022	2.568402	-3.158908	-4.443087	5.849967	-11.404231	8.263666	1.170755	-2.506198	-4.458332	5.257214	-11.638435	7.485611	1.162567	-2.640456	-4.473989	5.278510	-11.701413	7.549716	2.500056	-3.260117	-4.458615	5.832649	-11.474499	8.288241	-5.076456	1.517118	-0.840596	-8.579899	-7.050093	-3.390822	1.266180	-3.127668	-4.507169	5.388398	-11.859865	7.776295	1.216708	-2.989496	-4.500545	5.352614	-11.825008	7.711058	2.825816	-2.479714	-4.303520	5.818892	-11.026115	7.848110	-10.320930	8.526087	5.916031	-13.493773	3.062072	-3.391223
1079	10	3.313586	2.718120	6.640529	3.037605	8.254203	7.005716	4.493123	-15.638198	-4.263002	8.349099	-7.686051	8.198033	-12.199462	7.676536	6.716447	-11.504451	8.862983	-6.799396	5.040646	0.147208	6.476390	4.434544	8.849458	8.307072	0.788452	3.437506	6.413525	2.451714	7.741658	6.731774	1.689498	-2.844676	5.560905	4.400263	7.946857	7.822505	5.222157	0.835610	6.556000	4.405418	8.820838	8.289997	-12.437830	-9.167344	-3.569127	-7.555239	-7.686051	-6.799782	5.228685	0.897053	6.562299	4.399703	8.814472	8.282636	2.626036	2.876243	6.626124	2.655968	8.169730	6.858934
1102	10	3.168343	-0.994272	5.835470	2.426767	7.864746	8.270897	3.500222	-17.907954	0.217905	8.583971	-6.042065	8.531330	-13.095797	4.669966	6.231777	-8.193341	8.340172	-7.676034	1.668079	-0.058216	5.586255	2.343190	7.605230	8.233400	1.812626	-0.985417	5.540198	2.393768	7.607031	8.262902	2.629968	-1.593405	5.713480	2.444313	7.771680	8.283041	2.581095	-1.633179	5.700571	2.444499	7.762151	8.283672	-14.997751	-11.701545	0.247460	-2.288358	-6.042038	-7.673656	3.945217	0.352527	5.907066	2.359528	7.811555	8.236786	2.921252	-1.291556	5.785145	2.437341	7.826638	8.277353
1315	10	-10.578621	3.355862	6.598554	-11.034136	7.591704	-9.932910	0.748442	-4.634398	2.513066	8.448340	4.783993	7.688656	-10.458517	-10.574119	-3.643293	-6.521164	-3.101818	-9.932812	2.945397	-3.715182	3.253301	7.748960	5.386145	7.114352	1.064846	-5.103286	2.175087	8.732455	4.429234	8.176607	3.879337	-5.688948	2.363198	7.155452	5.386599	8.648776	3.793003	-5.838389	2.269410	7.156685	5.342222	8.696454	2.315617	-6.631444	1.427461	8.588887	4.291054	8.973080	1.989315	-3.687958	3.190619	7.815566	5.339675	6.960190	-3.266705	3.355862	6.598554	2.900830	7.591704	2.925943
1520	10	-11.305060	-13.563982	-5.825506	-9.484928	-2.447851	-4.080396	-11.424670	4.264629	6.340274	-15.084292	8.403925	-4.080396	3.135115	-20.102900	-5.825506	6.563538	-2.447851	8.070056	1.209961	1.485437	6.032881	0.332780	7.909076	6.358450	1.573790	1.343292	6.089246	0.337125	7.936297	6.314698	1.459889	1.409034	6.073515	0.325786	7.928351	6.326342	1.278012	-1.393708	5.933449	0.802768	7.895426	6.550444	2.310311	0.544399	6.182109	0.587452	7.985029	6.303077	1.812152	1.161010	6.119524	0.385857	7.952189	6.296216	2.539729	-0.017781	6.214903	0.733487	7.996272	6.370826
1543	10	-11.408161	7.814228	6.885642	-9.738122	4.903184	-11.881850	-10.338502	-4.438433	-0.245997	-0.426747	-9.337212	-8.043189	-4.550096	5.545197	1.365966	-0.573899	0.702249	-8.137404	9.525792	1.730156	1.280153	6.956677	0.596110	6.318654	6.136365	4.077161	6.882753	3.817750	4.903148	-0.425111	3.467474	-8.180312	-0.252908	6.719361	-9.337305	-0.285548	3.520702	-8.180777	-0.252908	7.086821	-9.337305	6.320299	6.222106	4.077161	6.882753	4.327396	4.903148	6.222602	9.472399	1.730156	1.280153	6.588372	0.596110	-0.287694	-0.372917	7.800077	6.885642	1.688279	4.903184	5.309219
2000	10	3.687752	-18.771148	-3.700626	6.056576	-6.781125	6.567580	3.086262	0.106423	6.829075	-0.100277	7.492935	6.502523	-8.481933	-12.138548	-3.700626	-9.273146	-6.781125	-10.602571	-6.161237	6.744736	7.107360	-15.366659	7.575681	-10.600137	2.447431	-0.116855	6.643547	-0.085499	7.439533	6.510553	-0.904016	-12.150107	-3.700626	0.440150	-6.781125	4.323643	1.608861	0.163058	6.440551	-0.139449	7.380366	6.496154	1.701746	0.993047	6.612439	-0.272069	7.426917	6.471160	2.780614	-0.027377	6.748134	-0.089728	7.470761	6.508365	1.798529	-0.046876	6.454733	-0.107793	7.382389	6.503096
2353	10	-13.523356	6.181370	9.765325	-14.129547	6.888909	-6.290528	-12.042616	-10.209403	-1.734758	-10.471325	-11.067743	-6.290528	6.178006	-16.699155	-2.048498	8.376591	-11.188217	6.530411	4.327253	2.605275	9.347441	4.703864	6.710132	6.247941	3.694594	3.764063	9.279493	4.697444	6.642543	5.750505	4.467805	0.368615	9.430439	4.712004	6.422551	6.492561	3.146650	4.267852	9.245557	4.694013	6.547894	5.247386	1.200901	4.663249	9.167363	4.686053	6.089374	3.829206	4.617183	1.210320	9.411744	4.709748	6.587119	6.452644	4.294706	2.696950	9.342543	4.703416	6.710560	6.224781
