9	3	-13.096463	-12.867217	-6.739364	-8.914637	-14.386644	-8.709203	3.251752	-18.171407	-6.739364	6.114649	-14.418434	5.041279	-13.340385	4.210914	5.269914	-11.688618	2.964216	-8.709804
11	3	-13.102360	-7.894224	-5.163646	-9.204767	-9.357516	-5.023586	3.765242	-11.600046	-5.163646	7.296164	-9.402106	8.336630	-2.738377	-7.894253	-5.163646	2.840382	-9.357517	7.070558
16	3	-10.003779	-11.514647	-9.824735	2.581029	-13.307183	-3.759967	1.677862	-15.547309	-9.824749	4.729917	-13.320383	5.982238	-16.983846	-11.514647	-9.824735	-3.943599	-13.307183	-9.242826
17	3	5.453472	-17.418564	-1.983904	6.106291	-15.687291	8.221612	-11.757659	-11.527815	-1.983650	-8.936828	-15.687279	-6.544692	-14.298263	5.811809	7.636445	-13.544915	3.685937	-6.790563
18	3	-11.070399	-8.984239	-5.790792	-10.945477	-5.877252	-10.832989	3.469677	-12.637264	-5.793667	4.490709	-5.877252	6.661187	-5.373157	1.822122	0.774212	-10.952755	-0.907006	-10.114816
28	3	-9.492702	2.092868	3.657713	-14.672539	-3.530927	-10.651948	8.748600	-9.923921	-2.917378	5.040877	-14.199548	6.346715	-6.858443	-3.480263	-2.831029	-11.394756	-12.335067	-10.651948
37	3	-13.248775	-7.245387	-5.074430	-10.560575	-10.212442	-11.557533	5.126867	-12.957665	-5.074430	5.815489	-10.212442	5.950195	-12.270101	7.115285	6.395042	-15.784845	3.195297	-11.718043
38	3	-10.136138	-9.639668	-2.848245	-7.525442	-17.665176	-8.388658	2.965458	-14.605366	-2.848245	3.666466	-17.665176	0.336601	4.887739	-14.988805	-2.848245	8.514576	-17.665176	6.386285
39	3	-13.075088	-10.006930	-5.849833	-9.449450	-16.731605	-8.802331	4.273447	-16.546248	-5.849833	8.044216	-16.731605	3.269517	-13.994268	8.149354	5.155954	-15.454050	0.974738	-8.802331
40	3	-6.712622	-10.761367	-2.828827	-10.553889	-15.698516	-11.755136	8.319528	-16.481575	-2.828827	7.792143	-15.698563	5.082666	-8.491293	6.466829	5.604941	-16.428940	2.549033	-11.755146
42	3	7.843514	-14.815816	-5.140061	5.517776	-14.756833	6.004503	1.784397	-10.462156	-5.023672	5.162652	-14.756833	-0.487846	-0.945717	-10.037381	-4.984022	3.775435	-14.756833	-5.103507
52	3	4.537907	-13.379244	-2.128033	5.813524	-13.144293	7.607421	-8.992946	-8.323776	-2.128033	-12.190188	-13.144293	-5.447945	-1.565406	-8.324024	-2.128033	2.333326	-13.144293	3.074362
54	3	-7.767974	0.005990	-0.135254	-9.230296	-11.010597	-12.312026	-12.152079	-6.441884	-5.750389	-9.230294	-14.998669	-12.312102	3.500322	-9.819527	-5.768018	6.964694	-14.998712	5.098802
55	3	-9.267533	-2.271098	1.794545	-9.654749	-8.646049	-14.937665	-7.144840	2.867045	2.819200	-9.740477	-8.221699	-14.942985	-9.994221	7.147400	7.020990	-15.712699	1.459272	-15.031364
58	3	-12.622821	-9.995172	-9.391870	-10.756349	-16.790017	-4.320158	3.414321	-15.848310	-9.391870	-3.233927	-16.790017	1.968108	4.273288	-16.193083	-9.391870	4.265724	-16.790017	6.758650
59	3	-11.434371	-10.182575	-0.809598	-10.336294	-14.126271	-7.274013	-7.633886	1.855202	5.486862	-15.812573	-4.585681	-7.274017	3.697130	-14.650382	-0.809598	7.586749	-14.126271	4.459218
60	3	-7.475210	-6.176787	-4.443321	-12.117615	-9.336888	0.403182	3.913843	-8.361006	-4.443332	6.147209	-9.336888	8.396365	-13.127383	-6.176787	-4.443321	-13.033799	-9.336888	-5.778357
70	3	-5.664841	-0.938900	1.685726	-9.616178	-9.428274	-6.502788	-9.387992	2.001453	4.541706	-13.947632	-7.336954	-6.502788	5.111051	-11.223484	1.673929	5.440554	-11.422569	6.528044
76	3	-11.756428	-13.878711	-4.263974	-10.273383	-10.718109	-15.004447	3.807067	-19.849301	-4.263974	2.176607	-10.718109	-2.780428	4.581881	-19.864748	-4.263974	7.366353	-10.718109	2.711244
83	3	-8.770018	-6.628748	-7.344346	-5.974643	-12.700629	-10.109198	-5.245630	-6.628877	-7.344348	0.111240	-12.700635	-7.248099	5.510783	-13.129425	-7.356138	8.691517	-12.737552	5.050555
84	3	-10.819055	3.919089	3.182345	-4.345348	-4.148870	-9.556821	2.622581	-7.652691	-2.409232	7.559882	-13.157353	7.911937	-8.572110	-6.403591	-2.409203	3.601625	-12.813845	-3.391975
85	3	-12.075678	-11.561564	-6.120028	-10.066069	-12.765075	-10.591567	3.496271	-14.795157	-6.120028	5.972504	-12.765075	4.973150	-11.835828	4.417092	6.205608	-15.913422	3.068512	-10.591640
92	3	-12.510660	-13.154894	-5.991542	-12.684775	-15.401483	-7.891172	3.412439	-14.438369	-5.991542	6.789666	-15.401483	8.824481	-12.499786	5.952795	5.474690	-17.502708	2.562995	-7.891163
95	3	-7.550626	-11.119758	-5.122588	-14.229976	-12.674627	-9.608131	-6.200523	6.165526	6.355538	-20.611420	3.512766	-9.608131	7.136412	-16.575408	-5.122588	3.391076	-12.733600	6.924961
96	3	-15.956228	6.529776	6.696851	-11.428346	1.129991	-11.642364	3.799654	-8.104706	-4.854750	8.351513	-10.790188	6.067150	3.659406	2.789249	6.692370	3.631771	1.127809	6.021714
98	3	7.419931	-17.610573	-2.690093	5.180719	-13.161554	6.496396	-10.233761	-12.369359	-2.686193	-13.114929	-13.161418	-10.309369	-9.914492	4.214970	6.947809	-18.918426	4.098325	-10.282915
106	3	-9.460114	-1.696026	4.484282	-11.810716	-7.070753	-9.502168	5.695915	-13.070511	0.038590	5.929556	-14.616885	8.295622	-11.545914	-9.594585	0.038595	-10.093731	-14.616513	-9.502147
122	3	-8.789653	5.878408	6.760326	-18.984074	2.875305	-11.626850	-7.852581	-6.506098	0.312016	-12.962957	-10.490195	-11.626850	5.613618	-13.345108	0.028733	5.008060	-11.264696	6.903333
124	3	-11.134711	-11.551879	-3.083458	-7.036816	-13.324209	-6.999038	5.907058	-16.548239	-3.090626	6.417691	-13.324210	8.405003	-10.994341	5.411954	6.625351	-11.358026	2.653845	-6.999038
125	3	-9.480146	-9.693432	-6.053834	-8.925341	-13.613944	-6.946315	5.963413	-15.429964	-6.053834	6.908612	-13.615902	5.368088	-10.147962	6.339094	5.083295	-10.278616	3.221735	-6.946496
