PHOX2B	SOX10	PRRX1	GATA3	SNAI2	HAND2
6.938009	-8.596896	-7.118840	4.137760	-13.064896	7.944753
-4.904706	3.005490	-1.409048	-13.150403	-9.939894	-4.909667
0.896684	-0.767649	-3.330412	-10.473638	-12.983591	-0.710199
2.449590	-1.251269	-3.372128	-8.586837	-13.014424	1.511373
-1.075216	-2.786652	-5.247834	-10.366866	-13.064807	0.002035
0.067180	-4.512137	-5.839763	-6.618524	-13.064888	1.498356
0.877689	-4.173416	-5.470208	-4.276446	-13.064849	2.490428
2.134040	-3.132692	-4.693380	-3.240766	-13.064153	2.872743
2.261371	-10.967364	-1.003270	4.387414	-6.226714	0.333390
-14.241325	-6.004055	-1.003270	-9.495782	-6.226659	-12.661465
3.540973	-11.228611	-1.003270	6.201866	-6.226714	6.369815
5.673326	1.968666	6.647653	4.848837	3.448119	6.435985
-12.060407	6.612861	6.662377	-11.181865	3.448278	-12.627387
4.577660	1.968786	6.647660	3.809564	3.448119	0.507503
-10.421536	-10.070333	-2.759072	-5.731290	-14.772517	-2.814715
6.003104	-15.430124	-2.829877	6.369375	-14.789309	6.477043
-11.245000	5.431315	8.396864	-10.501263	3.237071	-2.814737
4.610557	-0.152853	7.643383	1.493779	3.163784	5.769507
4.662349	-0.601428	7.643470	1.513643	3.180435	5.853438
2.334370	-2.474995	6.757953	1.308248	1.815783	5.948513
-12.393149	-7.747204	-3.801352	-1.420122	-11.040180	-6.200389
-9.028939	4.431565	5.722118	-12.449396	3.635192	-9.018019
2.547038	0.269457	2.509701	6.584266	-2.940724	5.238236
-2.551404	-7.747210	-3.801352	3.942926	-11.040180	3.238781
-8.648629	3.916938	2.516406	-7.102768	-2.568543	-8.774114
2.792573	0.486099	5.713467	1.245371	3.476015	4.840813
6.590503	2.230438	4.432773	2.294966	-0.343277	7.213731
-15.189029	-7.861114	-6.865936	-10.473973	-11.678337	-10.539936
-10.801330	5.425700	4.445041	-12.771536	-0.340835	-10.532224
