PHOX2B	SOX10	PRRX1	GATA3	SNAI2	HAND2
-14.930615	-7.001943	-6.435805	-10.938327	-8.015304	-10.994720
-14.697011	-1.158460	0.195178	-10.938382	-6.678800	-10.994720
-15.501785	5.807269	5.977291	-14.477117	7.461988	-10.994720
1.431629	5.684090	5.977291	0.736261	7.461978	2.537932
2.225357	-1.671404	0.080492	4.698876	-7.394658	2.548619
8.762666	-7.183100	-4.895264	4.150222	-9.183002	-1.054799
-8.391234	5.888249	5.793265	-10.877204	7.539086	-13.715149
11.110164	-7.183101	-4.895264	6.197710	-9.183002	3.726460
-5.440098	-6.460784	-4.888775	-5.600124	-9.183002	-13.713183
8.121099	5.165746	5.793069	1.118460	7.539086	3.135569
-7.490685	-8.992610	-6.325414	-8.818780	-6.133655	-11.411288
4.176590	-14.772246	-6.325414	5.755554	-6.133655	-0.355723
-11.994376	7.179600	5.349635	-13.009737	9.098075	-11.411289
10.506143	-14.986759	-6.325414	6.424074	-6.133655	4.188373
5.589527	1.197376	5.349340	2.108232	8.853866	4.188047
4.020101	-13.151606	-6.215275	8.535329	-10.771868	4.933596
-11.437454	-7.883822	-6.215271	-6.963499	-10.771868	-13.006127
-9.225486	9.394583	5.128921	-13.518064	7.568206	-13.006127
-6.426417	2.258068	-1.392416	-6.981815	-2.731409	-13.006127
6.805240	2.894958	5.126142	1.910226	7.567450	4.902993
-10.362416	6.214566	5.288952	-12.667551	6.522071	-14.013717
-1.698162	-8.098375	-2.620472	2.585675	-7.935580	3.014708
-12.023611	-8.098086	-2.620472	-8.403073	-7.935580	-14.016216
4.338217	-13.376302	-2.620472	6.270612	-7.935580	3.284950
4.872238	0.172404	4.416166	5.012286	6.521773	3.281364
5.941193	-16.261845	-4.296849	2.946272	-5.070574	1.584538
-11.794899	-9.961562	-4.296849	-8.020255	-5.070567	-10.591102
-13.750379	6.428802	5.599484	-13.333443	7.836383	-10.597426
7.018415	-16.360800	-4.296849	8.388450	-5.070574	3.665634
4.284015	0.836705	5.564529	3.014959	7.022968	3.398349
-7.177665	-2.811877	-1.371362	-7.293681	-11.694992	-14.406156
2.700527	-5.945675	-2.905010	2.196724	-12.713443	-7.406049
-5.855057	1.396511	0.094172	-7.344943	-8.223304	-14.335193
2.943943	2.947234	5.716766	-3.035416	2.890049	-10.110991
-9.797862	6.626783	5.778272	-9.206142	2.890379	-14.511932
-5.038674	5.317070	6.084821	-12.391562	6.765292	-11.390072
4.403537	-17.609009	-2.751325	5.488429	-9.696848	-1.516167
-6.328125	-12.676344	-2.751322	-7.598008	-9.696848	-11.390478
4.454000	-17.616579	-2.751325	8.418909	-9.696848	3.325332
5.176476	-0.056137	6.083857	3.575997	4.744100	3.378200
-4.291520	1.005070	0.325459	-6.734544	-4.409117	-14.812337
5.838295	4.923857	3.715646	0.915211	6.592093	-3.645790
5.047694	-0.305316	-0.341470	1.138526	-5.804475	-3.645937
-3.874247	6.225688	3.716471	-6.957495	6.596024	-14.815016
4.113362	-5.517063	-2.244950	1.136154	-8.777901	-3.647975
-6.231303	3.284579	1.976915	-9.330967	-4.817315	-9.066773
-10.871124	7.357454	7.657613	-15.358054	2.770722	-9.115056
-12.425255	-5.912831	-4.300176	-9.330947	-11.538057	-9.116414
3.244358	-8.061572	-4.300448	7.317135	-11.538058	3.861050
5.147832	2.263961	7.636564	1.257206	2.758920	4.174046
0.950914	-14.751347	-4.137389	-4.511736	-9.890411	-5.338097
3.299847	3.510386	7.203072	-8.005331	7.359117	-4.476603
-3.000953	-14.751012	-4.137389	-8.090320	-9.890411	-6.651240
5.732121	-14.838889	-4.137389	6.669143	-9.890411	2.682881
5.343339	-14.838884	-4.137389	4.260237	-9.890411	-3.628981
-9.666299	-12.141238	-4.239688	-11.755679	-5.584478	-14.341701
-10.677471	4.131712	7.975942	-17.709552	7.828106	-14.341701
-10.865053	-0.926446	4.861801	-14.336047	5.637956	-14.341701
3.687426	-7.240829	2.005728	0.318482	5.286501	-3.163678
3.714071	-17.640774	-4.239689	0.347604	-5.584478	-3.163393
-9.209080	-8.080362	-4.805658	-8.744990	-8.318444	-14.658142
-9.613250	5.490262	6.910479	-13.121485	6.601107	-14.834055
2.864978	-9.438835	-4.805661	1.331444	-8.320057	-5.053121
-3.746022	3.554001	1.505581	-8.748354	-3.134724	-14.658490
2.810521	2.243711	1.483369	-5.080490	-3.154466	-9.016913
