5	2	-9.706636	6.317629	2.946529	-12.923909	9.847300	-9.081761	8.224847	-0.314531	2.946128	1.231444	7.538408	6.481631
7	2	-15.253437	5.526945	9.822118	-16.386838	10.512860	-12.075922	-13.982354	-10.792874	-1.194302	-10.293880	-2.451410	-12.075922
11	2	-9.107985	5.478159	4.138862	-11.039525	11.077356	-13.831464	4.203273	-7.556267	-1.859940	6.108516	4.548275	5.135024
16	2	-10.191507	6.928102	5.754213	-11.037118	12.222741	-12.387572	3.472876	3.356466	5.754213	4.029839	12.222741	6.289424
17	2	-9.247124	6.856770	5.659887	-18.766634	11.697907	-7.070133	4.279179	-12.457228	-1.318327	6.261777	-4.771762	6.864807
30	2	-11.236868	7.852900	5.970082	-9.202889	11.779374	-14.756695	-11.376344	-7.812465	-3.824502	-9.145959	-6.644244	-14.756652
40	2	-5.314476	6.523803	5.292288	-12.728787	12.515457	-12.495720	6.962177	0.438567	5.179027	4.516537	12.322526	4.664439
41	2	-10.848120	6.848000	7.640716	-12.755775	11.301991	-15.583026	-10.643920	-9.953972	-4.291381	-6.166372	-5.774319	-14.889744
46	2	-12.321052	-11.398690	-4.947724	-15.811722	-6.013206	-12.101442	-9.032022	4.680806	4.541333	-20.000883	10.436922	-12.101380
66	2	-13.653106	-4.494363	5.378025	-7.565008	9.062833	-11.297657	-10.317055	1.334999	6.750906	-8.581190	11.757936	-11.377359
73	2	-7.899259	7.198639	4.361136	-10.893300	10.927271	-9.263956	9.028816	1.883694	4.139581	6.986993	10.814373	6.546127
74	2	-15.228994	6.678813	7.471524	-10.738770	9.584766	-10.443657	-14.677329	-5.377751	-4.186332	-4.218723	-4.932989	-6.705723
77	2	-12.177002	4.595183	5.942038	-17.688537	9.620615	-7.013376	-12.675353	-2.948337	0.075791	-11.669777	3.158603	-7.013376
79	2	-14.809106	4.311841	7.489602	-16.352037	12.339874	-4.955556	-16.235507	-8.658433	-1.370344	-11.411931	-5.284047	-4.955556
80	2	5.561299	-2.466304	2.955104	0.767726	9.535180	8.241425	-6.420727	6.594197	7.434858	-9.901678	12.777019	-2.280739
85	2	-12.373509	6.518034	7.059686	-15.717879	9.996730	-11.137086	-11.952681	-12.119886	-4.946640	-11.761850	-5.955342	-11.137083
