PHOX2B	SOX10	PRRX1	GATA3	SNAI2	HAND2
2.532020	-6.448810	-9.825293	7.823169	-5.132129	8.475889
-5.171563	-5.045977	-9.799469	-7.611130	-5.088461	-9.776710
2.677954	-6.328722	-9.825173	7.802758	-5.130470	8.475648
2.778932	-6.618163	-9.825175	7.829500	-5.130473	8.475951
2.646442	-6.666795	-9.825271	7.840837	-5.131937	8.476092
2.797209	-6.541053	-9.825149	7.821234	-5.130107	8.475861
2.538240	-6.376192	-9.825269	7.814095	-5.131749	8.475773
2.790640	-6.464836	-9.825137	7.813760	-5.129974	8.475780
2.561932	-6.551836	-9.825300	7.833424	-5.132312	8.476015
-0.927459	3.187676	-5.077937	-10.221521	-0.346790	-8.334637
3.349514	0.633519	-5.666913	-4.823097	-0.346809	-4.880533
6.731179	-9.538605	-11.077258	6.100778	-5.442893	5.796714
-0.939134	4.209841	1.224431	-10.464938	4.364127	-8.338453
3.352783	1.655415	1.203342	-5.067264	4.364002	-4.880430
4.946061	1.471382	1.184786	0.035711	4.363898	-2.214925
12.211258	0.423046	-6.104079	6.099160	-0.346835	5.796729
5.500269	0.434767	-6.075028	0.280981	-0.346833	-1.637078
12.226264	1.446321	1.181244	5.861002	4.363879	5.796729
-13.368398	-13.115342	-6.832653	-6.199152	-4.982975	-7.916012
-11.957491	-11.821059	-12.012344	-10.475216	-13.024767	-8.265707
-14.785473	-6.526380	-12.454091	-12.677183	-7.649445	-10.928998
-12.008955	-9.752436	-9.847260	-8.225105	-11.579366	-11.518172
-11.494817	-9.777637	-10.250628	-11.390966	-14.846795	-14.263703
-16.793631	-12.825333	-10.253891	-2.629424	-12.658255	-10.578500
-10.139030	-11.079832	-12.386131	-8.853200	-12.145177	-14.823847
-15.008071	-5.425722	-9.849880	-10.456211	-8.269118	-11.997228
-10.609729	2.488662	-4.073623	-11.812882	-3.182521	-11.690200
-15.658902	-10.044313	-5.725552	-7.916427	-9.231909	-9.991622
-10.811970	-8.909872	-12.036971	0.325967	-9.227577	-7.546632
-13.745387	-10.652914	-9.105609	-10.053016	-11.665778	-10.461769
-5.600103	-8.200059	-8.437728	-8.627144	-9.887672	-13.476543
-10.970315	-7.569812	-12.207146	-14.789171	-13.111188	-6.142519
-14.938011	-5.577450	-6.807722	-10.398000	-7.351732	-9.421372
-15.891908	-10.396759	-9.283581	-10.096465	-11.352905	-4.384443
-16.058641	-11.547115	-10.036290	-10.245034	-7.890504	-10.413698
-11.881276	-5.800990	-9.274886	-5.224546	-10.140584	-8.343093
-5.298148	-7.058007	-8.424041	-4.341633	-12.476396	-11.383874
8.050236	-13.098316	-7.341960	8.404567	-3.715080	6.474557
-15.153423	-9.508540	-11.130457	-7.148405	-11.240850	-8.802686
-12.554040	-8.429163	-9.625110	-9.571223	-9.713463	-12.265596
-12.725950	-9.315235	-10.650426	-7.670784	-14.477529	-16.711747
-10.665645	-7.610762	-8.107820	-12.693653	-10.647610	-8.628376
-5.773505	-9.517292	-8.835292	1.865486	-12.915113	-0.457861
-14.919942	-10.540778	-5.832948	-11.400933	-9.987549	-13.536414
-15.128795	-13.581705	-7.432418	-7.169332	-9.213209	-6.456554
-13.249084	-6.016683	-6.809856	-5.016432	-12.426905	-10.158966
-8.126198	-12.358834	-7.202731	-14.058244	-9.855667	-15.182839
-11.299336	-11.399552	-9.715483	-10.701123	-10.565553	-8.022119
-15.894751	-11.278669	-8.605992	-6.853682	-5.419358	-11.914723
-14.195496	-6.753396	-10.456885	-13.205659	-10.485171	-14.112701
-13.692193	-7.410346	-11.039191	-9.183832	-13.883597	-11.101178
-14.924877	-10.570563	-8.742377	-10.896461	-7.653963	-8.789589
-15.739882	-7.065113	-10.186483	-6.618203	-8.034815	-5.707975
-9.941531	-1.170219	-9.701216	-15.597254	-2.200619	-12.150581
